Stimulus,TMS,Correct_key,TMStarget,Task,P1_TSidx,TMS_TSidx,TrialN,Phoneme1,Phoneme2,Phoneme3,P2_TSidx,P3_TSidx,Place,Manner,Voicing,Category
S2,0,NaN,control_,single-phoneme,583914,583664,22,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Eh3,0,NaN,control_,single-phoneme,587807,587657,23,e,,,NaN,NaN,vowels,,,vowels
Oo3,0,NaN,control_,single-phoneme,591872,591686,24,o,,,NaN,NaN,vowels,,,vowels
Ee3,0,NaN,control_,single-phoneme,595910,595717,25,i,,,NaN,NaN,vowels,,,vowels
Ah3,0,NaN,control_,single-phoneme,599923,599713,26,a,,,NaN,NaN,vowels,,,vowels
Uh3,0,NaN,control_,single-phoneme,603912,603740,27,u,,,NaN,NaN,vowels,,,vowels
T3,0,NaN,control_,single-phoneme,607935,607771,28,t,,,NaN,NaN,alveolar,stop,no,alveolar
P3,0,NaN,control_,single-phoneme,611923,611768,29,p,,,NaN,NaN,bilabial,stop,no,bilabial
S3,0,NaN,control_,single-phoneme,616015,615764,30,s,,,NaN,NaN,alveolar,fricative,no,alveolar
D3,0,NaN,control_,single-phoneme,619915,619760,31,d,,,NaN,NaN,alveolar,stop,yes,alveolar
B3,0,NaN,control_,single-phoneme,623896,623756,32,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Z3,0,NaN,control_,single-phoneme,628012,627752,33,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
Uh4,0,NaN,control_,single-phoneme,631971,631748,34,u,,,NaN,NaN,vowels,,,vowels
Oo4,0,NaN,control_,single-phoneme,635905,635744,35,o,,,NaN,NaN,vowels,,,vowels
Ee4,0,NaN,control_,single-phoneme,640628,639773,36,i,,,NaN,NaN,vowels,,,vowels
Ah4,0,NaN,control_,single-phoneme,643990,643769,37,a,,,NaN,NaN,vowels,,,vowels
Eh4,0,NaN,control_,single-phoneme,647921,647765,38,e,,,NaN,NaN,vowels,,,vowels
S3,0,NaN,control_,single-phoneme,652013,651762,39,s,,,NaN,NaN,alveolar,fricative,no,alveolar
P3,0,NaN,control_,single-phoneme,655914,655759,40,p,,,NaN,NaN,bilabial,stop,no,bilabial
T3,0,NaN,control_,single-phoneme,659918,659754,41,t,,,NaN,NaN,alveolar,stop,no,alveolar
Z3,0,NaN,control_,single-phoneme,664010,663750,42,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
B3,0,NaN,control_,single-phoneme,667887,667747,43,b,,,NaN,NaN,bilabial,stop,yes,bilabial
D3,0,NaN,control_,single-phoneme,671899,671744,44,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Oo5,0,NaN,control_,single-phoneme,675891,675739,45,o,,,NaN,NaN,vowels,,,vowels
Ah5,0,NaN,control_,single-phoneme,679918,679736,46,a,,,NaN,NaN,vowels,,,vowels
Uh5,0,NaN,control_,single-phoneme,683886,683731,47,u,,,NaN,NaN,vowels,,,vowels
Eh5,0,NaN,control_,single-phoneme,687909,687727,48,e,,,NaN,NaN,vowels,,,vowels
Ee5,0,NaN,control_,single-phoneme,691908,691755,49,i,,,NaN,NaN,vowels,,,vowels
Z5,0,NaN,control_,single-phoneme,695944,695721,50,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P5,0,NaN,control_,single-phoneme,699895,699748,51,p,,,NaN,NaN,bilabial,stop,no,bilabial
D5,0,NaN,control_,single-phoneme,703889,703711,52,d,,,NaN,NaN,alveolar,stop,yes,alveolar
S5,0,NaN,control_,single-phoneme,707907,707708,53,s,,,NaN,NaN,alveolar,fricative,no,alveolar
T5,0,NaN,control_,single-phoneme,711883,711704,54,t,,,NaN,NaN,alveolar,stop,no,alveolar
B5,0,NaN,control_,single-phoneme,715882,715735,55,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Bo_happy1,1,7,lip,phonemes,1598244,1598144,56,b,o,,1598298,NaN,bilabial,stop,yes,bilabial
Tu_happy1,0,5,control_lip,phonemes,1603837,1603737,57,t,u,,1603933,NaN,alveolar,stop,no,alveolar
Do_happy1,1,4,lip,phonemes,1609468,1609368,58,d,o,,1609520,NaN,alveolar,stop,yes,alveolar
Pa_happy1,1,8,lip,phonemes,1615062,1614962,59,p,a,,1615200,NaN,bilabial,stop,no,bilabial
Pe_angry2,1,8,lip,phonemes,1620655,1620555,60,p,e,,1620801,NaN,bilabial,stop,no,bilabial
Be_happy1,1,7,lip,phonemes,1626250,1626150,61,b,e,,1626304,NaN,bilabial,stop,yes,bilabial
Da_happy2,0,4,control_lip,phonemes,1631877,1631777,62,d,a,,1631932,NaN,alveolar,stop,yes,alveolar
Po_angry2,1,8,lip,phonemes,1637474,1637374,63,p,o,,1637559,NaN,bilabial,stop,no,bilabial
Bi_angry1,0,7,control_lip,phonemes,1643067,1642967,64,b,i,,1643129,NaN,bilabial,stop,yes,bilabial
Ti_happy2,1,5,lip,phonemes,1648663,1648563,65,t,i,,1648755,NaN,alveolar,stop,no,alveolar
Di_happy1,0,4,control_lip,phonemes,1654255,1654155,66,d,i,,1654338,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,lip,phonemes,1659851,1659751,67,b,i,,1659905,NaN,bilabial,stop,yes,bilabial
Da_angry1,1,4,lip,phonemes,1665447,1665347,68,d,a,,1665501,NaN,alveolar,stop,yes,alveolar
Ta_angry2,1,5,lip,phonemes,1671040,1670940,69,t,a,,1671125,NaN,alveolar,stop,no,alveolar
De_angry1,1,4,lip,phonemes,1676635,1676535,70,d,e,,1676681,NaN,alveolar,stop,yes,alveolar
Bo_angry1,0,7,control_lip,phonemes,1682229,1682129,71,b,o,,1682283,NaN,bilabial,stop,yes,bilabial
Du_happy2,1,4,lip,phonemes,1687824,1687724,72,d,u,,1687904,NaN,alveolar,stop,yes,alveolar
Po_happy2,1,8,lip,phonemes,1693419,1693319,73,p,o,,1693499,NaN,bilabial,stop,no,bilabial
Bu_angry1,1,7,lip,phonemes,1699013,1698913,74,b,u,,1699082,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_lip,phonemes,1704607,1704507,75,t,e,,1704720,NaN,alveolar,stop,no,alveolar
Pu_angry2,1,8,lip,phonemes,1710203,1710103,76,p,u,,1710318,NaN,bilabial,stop,no,bilabial
Du_angry1,1,4,lip,phonemes,1715797,1715697,77,d,u,,1715882,NaN,alveolar,stop,yes,alveolar
Pe_angry1,1,8,lip,phonemes,1721392,1721292,78,p,e,,1721541,NaN,bilabial,stop,no,bilabial
Di_angry2,1,4,lip,phonemes,1726986,1726886,79,d,i,,1727075,NaN,alveolar,stop,yes,alveolar
Pi_happy1,1,8,lip,phonemes,1732581,1732481,80,p,i,,1732640,NaN,bilabial,stop,no,bilabial
Ta_angry1,0,5,control_lip,phonemes,1738175,1738075,81,t,a,,1738283,NaN,alveolar,stop,no,alveolar
Be_angry1,1,7,lip,phonemes,1743770,1743670,82,b,e,,1743823,NaN,bilabial,stop,yes,bilabial
Pi_happy2,1,8,lip,phonemes,1749365,1749265,83,p,i,,1749465,NaN,bilabial,stop,no,bilabial
Da_happy1,1,4,lip,phonemes,1754959,1754859,84,d,a,,1755035,NaN,alveolar,stop,yes,alveolar
Bu_angry2,1,7,lip,phonemes,1760553,1760453,85,b,u,,1760622,NaN,bilabial,stop,yes,bilabial
Bo_angry2,1,7,lip,phonemes,1766149,1766049,86,b,o,,1766203,NaN,bilabial,stop,yes,bilabial
De_angry2,0,4,control_lip,phonemes,1771743,1771643,87,d,e,,1771790,NaN,alveolar,stop,yes,alveolar
Tu_happy2,1,5,lip,phonemes,1777337,1777237,88,t,u,,1777436,NaN,alveolar,stop,no,alveolar
Pa_angry2,0,8,control_lip,phonemes,1782932,1782832,89,p,a,,1783021,NaN,bilabial,stop,no,bilabial
De_happy2,1,4,lip,phonemes,1788527,1788427,90,d,e,,1788578,NaN,alveolar,stop,yes,alveolar
Ti_happy1,1,5,lip,phonemes,1794121,1794021,91,t,i,,1794216,NaN,alveolar,stop,no,alveolar
Pa_angry1,1,8,lip,phonemes,1799715,1799615,92,p,a,,1799849,NaN,bilabial,stop,no,bilabial
Pe_happy2,0,8,control_lip,phonemes,1805309,1805209,93,p,e,,1805452,NaN,bilabial,stop,no,bilabial
Bi_happy1,1,7,lip,phonemes,1810938,1810838,94,b,i,,1810992,NaN,bilabial,stop,yes,bilabial
Tu_angry2,1,5,lip,phonemes,1816533,1816433,95,t,u,,1816646,NaN,alveolar,stop,no,alveolar
Bu_happy1,0,7,control_lip,phonemes,1822127,1822027,96,b,u,,1822194,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,lip,phonemes,1827722,1827622,97,d,o,,1827775,NaN,alveolar,stop,yes,alveolar
To_happy2,1,5,lip,phonemes,1833317,1833217,98,t,o,,1833404,NaN,alveolar,stop,no,alveolar
Po_happy1,0,8,control_lip,phonemes,1838910,1838810,99,p,o,,1839005,NaN,bilabial,stop,no,bilabial
Ti_angry1,0,5,control_lip,phonemes,1844506,1844406,100,t,i,,1844680,NaN,alveolar,stop,no,alveolar
Pu_angry1,0,8,control_lip,phonemes,1850099,1849999,101,p,u,,1850182,NaN,bilabial,stop,no,bilabial
Do_happy2,0,4,control_lip,phonemes,1855694,1855594,102,d,o,,1855746,NaN,alveolar,stop,yes,alveolar
Ta_happy2,1,5,lip,phonemes,1861289,1861189,103,t,a,,1861359,NaN,alveolar,stop,no,alveolar
Ba_angry1,0,7,control_lip,phonemes,1866885,1866785,104,b,a,,1866938,NaN,bilabial,stop,yes,bilabial
Pu_happy2,1,8,lip,phonemes,1872478,1872378,105,p,u,,1872560,NaN,bilabial,stop,no,bilabial
Di_angry1,1,4,lip,phonemes,1878075,1877975,106,d,i,,1878161,NaN,alveolar,stop,yes,alveolar
To_angry2,1,5,lip,phonemes,1883668,1883568,107,t,o,,1883766,NaN,alveolar,stop,no,alveolar
Pi_angry1,0,8,control_lip,phonemes,1889263,1889163,108,p,i,,1889428,NaN,bilabial,stop,no,bilabial
Ba_happy1,1,7,lip,phonemes,1894857,1894757,109,b,a,,1894939,NaN,bilabial,stop,yes,bilabial
To_angry1,0,5,control_lip,phonemes,1900453,1900353,110,t,o,,1900538,NaN,alveolar,stop,no,alveolar
Te_angry1,1,5,lip,phonemes,1906046,1905946,111,t,e,,1906159,NaN,alveolar,stop,no,alveolar
Be_happy2,0,7,control_lip,phonemes,1911640,1911540,112,b,e,,1911785,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,lip,phonemes,1917235,1917135,113,t,e,,1917347,NaN,alveolar,stop,no,alveolar
Ba_angry2,1,7,lip,phonemes,1922831,1922731,114,b,a,,1922884,NaN,bilabial,stop,yes,bilabial
Du_angry2,0,4,control_lip,phonemes,1928424,1928324,115,d,u,,1928510,NaN,alveolar,stop,yes,alveolar
Pe_happy1,1,8,lip,phonemes,1965988,1965888,116,p,e,,1966089,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,lip,phonemes,1971583,1971483,117,t,a,,1971720,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,lip,phonemes,1977189,1977089,118,b,u,,1977258,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_lip,phonemes,1982770,1982670,119,t,o,,1982857,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,lip,phonemes,1988370,1988270,120,d,a,,1988426,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_lip,phonemes,1993960,1993860,121,p,u,,1994042,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,lip,phonemes,1999555,1999455,122,d,e,,1999605,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,lip,phonemes,2005150,2005050,123,b,u,,2005217,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,lip,phonemes,2010745,2010645,124,d,o,,2010798,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,lip,phonemes,2016339,2016239,125,p,i,,2016504,NaN,bilabial,stop,no,bilabial
Bo_angry2,0,7,control_lip,phonemes,2021933,2021833,126,b,o,,2021987,NaN,bilabial,stop,yes,bilabial
Ta_happy2,1,5,lip,phonemes,2027527,2027427,127,t,a,,2027597,NaN,alveolar,stop,no,alveolar
De_happy2,1,4,lip,phonemes,2033122,2033022,128,d,e,,2033173,NaN,alveolar,stop,yes,alveolar
Pe_angry1,0,8,control_lip,phonemes,2038717,2038617,129,p,e,,2038866,NaN,bilabial,stop,no,bilabial
Pu_angry1,1,8,lip,phonemes,2044312,2044212,130,p,u,,2044395,NaN,bilabial,stop,no,bilabial
Da_angry1,0,4,control_lip,phonemes,2049906,2049806,131,d,a,,2049960,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,lip,phonemes,2055499,2055399,132,b,i,,2055553,NaN,bilabial,stop,yes,bilabial
Do_happy1,1,4,lip,phonemes,2061095,2060995,133,d,o,,2061147,NaN,alveolar,stop,yes,alveolar
Pi_happy1,0,8,control_lip,phonemes,2066690,2066590,134,p,i,,2066749,NaN,bilabial,stop,no,bilabial
Do_angry2,0,4,control_lip,phonemes,2072284,2072184,135,d,o,,2072337,NaN,alveolar,stop,yes,alveolar
Ti_happy2,1,5,lip,phonemes,2077879,2077779,136,t,i,,2077971,NaN,alveolar,stop,no,alveolar
Bo_happy1,1,7,lip,phonemes,2083474,2083374,137,b,o,,2083528,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,lip,phonemes,2089069,2088969,138,t,e,,2089181,NaN,alveolar,stop,no,alveolar
Pa_happy1,0,8,control_lip,phonemes,2094663,2094563,139,p,a,,2094801,NaN,bilabial,stop,no,bilabial
Da_happy2,1,4,lip,phonemes,2100257,2100157,140,d,a,,2100312,NaN,alveolar,stop,yes,alveolar
Bu_angry2,0,7,control_lip,phonemes,2105853,2105753,141,b,u,,2105922,NaN,bilabial,stop,yes,bilabial
Po_angry2,1,8,lip,phonemes,2111447,2111347,142,p,o,,2111532,NaN,bilabial,stop,no,bilabial
Ta_angry2,0,5,control_lip,phonemes,2117040,2116940,143,t,a,,2117125,NaN,alveolar,stop,no,alveolar
Du_angry2,1,4,lip,phonemes,2122636,2122536,144,d,u,,2122722,NaN,alveolar,stop,yes,alveolar
Bi_angry1,1,7,lip,phonemes,2128232,2128132,145,b,i,,2128294,NaN,bilabial,stop,yes,bilabial
Di_happy2,1,4,lip,phonemes,2133825,2133725,146,d,i,,2133907,NaN,alveolar,stop,yes,alveolar
Be_angry2,1,7,lip,phonemes,2139421,2139321,147,b,e,,2139475,NaN,bilabial,stop,yes,bilabial
Di_happy1,1,4,lip,phonemes,2145015,2144915,148,d,i,,2145098,NaN,alveolar,stop,yes,alveolar
Pu_happy1,1,8,lip,phonemes,2150609,2150509,149,p,u,,2150688,NaN,bilabial,stop,no,bilabial
Bi_angry2,0,7,control_lip,phonemes,2156202,2156102,150,b,i,,2156257,NaN,bilabial,stop,yes,bilabial
Po_angry1,1,8,lip,phonemes,2161799,2161699,151,p,o,,2161878,NaN,bilabial,stop,no,bilabial
Bo_happy2,1,7,lip,phonemes,2167393,2167293,152,b,o,,2167447,NaN,bilabial,stop,yes,bilabial
Tu_happy1,1,5,lip,phonemes,2172989,2172889,153,t,u,,2173085,NaN,alveolar,stop,no,alveolar
Po_happy2,0,8,control_lip,phonemes,2178581,2178481,154,p,o,,2178661,NaN,bilabial,stop,no,bilabial
Du_happy2,0,4,control_lip,phonemes,2184176,2184076,155,d,u,,2184256,NaN,alveolar,stop,yes,alveolar
To_happy1,1,5,lip,phonemes,2189771,2189671,156,t,o,,2189853,NaN,alveolar,stop,no,alveolar
Ba_happy1,1,7,lip,phonemes,2195365,2195265,157,b,a,,2195447,NaN,bilabial,stop,yes,bilabial
De_angry1,0,4,control_lip,phonemes,2200959,2200859,158,d,e,,2201005,NaN,alveolar,stop,yes,alveolar
Tu_angry1,1,5,lip,phonemes,2206555,2206455,159,t,u,,2206667,NaN,alveolar,stop,no,alveolar
Pa_happy2,1,8,lip,phonemes,2212150,2212050,160,p,a,,2212310,NaN,bilabial,stop,no,bilabial
Be_angry1,0,7,control_lip,phonemes,2217743,2217643,161,b,e,,2217796,NaN,bilabial,stop,yes,bilabial
Te_happy2,1,5,lip,phonemes,2223338,2223238,162,t,e,,2223452,NaN,alveolar,stop,no,alveolar
Ba_angry1,1,7,lip,phonemes,2228933,2228833,163,b,a,,2228986,NaN,bilabial,stop,yes,bilabial
Tu_angry2,0,5,control_lip,phonemes,2234527,2234427,164,t,u,,2234640,NaN,alveolar,stop,no,alveolar
Pe_happy2,1,8,lip,phonemes,2240122,2240022,165,p,e,,2240265,NaN,bilabial,stop,no,bilabial
Ti_happy1,1,5,lip,phonemes,2245717,2245617,166,t,i,,2245812,NaN,alveolar,stop,no,alveolar
To_angry2,1,5,lip,phonemes,2251311,2251211,167,t,o,,2251409,NaN,alveolar,stop,no,alveolar
Di_angry2,0,4,control_lip,phonemes,2256905,2256805,168,d,i,,2256994,NaN,alveolar,stop,yes,alveolar
Pi_angry2,1,8,lip,phonemes,2262500,2262400,169,p,i,,2262616,NaN,bilabial,stop,no,bilabial
Ti_angry2,0,5,control_lip,phonemes,2268095,2267995,170,t,i,,2268269,NaN,alveolar,stop,no,alveolar
Du_happy1,1,4,lip,phonemes,2273690,2273590,171,d,u,,2273774,NaN,alveolar,stop,yes,alveolar
Pa_angry2,1,8,lip,phonemes,2279285,2279185,172,p,a,,2279374,NaN,bilabial,stop,no,bilabial
Ba_happy2,0,7,control_lip,phonemes,2284878,2284778,173,b,a,,2284993,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_lip,phonemes,2290473,2290373,174,t,e,,2290586,NaN,alveolar,stop,no,alveolar
Be_happy2,1,7,lip,phonemes,2296100,2296000,175,b,e,,2296245,NaN,bilabial,stop,yes,bilabial
Ah1,0,NaN,control_tongue,single-phoneme,2601218,2600972,176,a,,,NaN,NaN,vowels,,,vowels
Ee1,0,NaN,control_tongue,single-phoneme,2605126,2604900,177,i,,,NaN,NaN,vowels,,,vowels
Eh1,0,NaN,control_tongue,single-phoneme,2609064,2608897,178,e,,,NaN,NaN,vowels,,,vowels
Uh1,0,NaN,control_tongue,single-phoneme,2613093,2612893,179,u,,,NaN,NaN,vowels,,,vowels
Oo1,0,NaN,control_tongue,single-phoneme,2617077,2616889,180,o,,,NaN,NaN,vowels,,,vowels
S1,0,NaN,control_tongue,single-phoneme,2621145,2620886,181,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Z1,0,NaN,control_tongue,single-phoneme,2625058,2624882,182,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P1,0,NaN,control_tongue,single-phoneme,2629024,2628878,183,p,,,NaN,NaN,bilabial,stop,no,bilabial
B1,0,NaN,control_tongue,single-phoneme,2633025,2632875,184,b,,,NaN,NaN,bilabial,stop,yes,bilabial
T1,0,NaN,control_tongue,single-phoneme,2637359,2636870,185,t,,,NaN,NaN,alveolar,stop,no,alveolar
D1,0,NaN,control_tongue,single-phoneme,2641045,2640898,186,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Ee2,0,NaN,control_tongue,single-phoneme,2645088,2644895,187,i,,,NaN,NaN,vowels,,,vowels
Uh2,0,NaN,control_tongue,single-phoneme,2649040,2648858,188,u,,,NaN,NaN,vowels,,,vowels
Eh2,0,NaN,control_tongue,single-phoneme,2653003,2652855,189,e,,,NaN,NaN,vowels,,,vowels
Oo2,0,NaN,control_tongue,single-phoneme,2657032,2656851,190,o,,,NaN,NaN,vowels,,,vowels
Ah2,0,NaN,control_tongue,single-phoneme,2661081,2660847,191,a,,,NaN,NaN,vowels,,,vowels
D2,0,NaN,control_tongue,single-phoneme,2665007,2664843,192,d,,,NaN,NaN,alveolar,stop,yes,alveolar
T2,0,NaN,control_tongue,single-phoneme,2669027,2668839,193,t,,,NaN,NaN,alveolar,stop,no,alveolar
B2,0,NaN,control_tongue,single-phoneme,2672980,2672835,194,b,,,NaN,NaN,bilabial,stop,yes,bilabial
P2,0,NaN,control_tongue,single-phoneme,2676984,2676831,195,p,,,NaN,NaN,bilabial,stop,no,bilabial
Z2,0,NaN,control_tongue,single-phoneme,2681117,2680828,196,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
S2,0,NaN,control_tongue,single-phoneme,2685073,2684823,197,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Eh3,0,NaN,control_tongue,single-phoneme,2688970,2688820,198,e,,,NaN,NaN,vowels,,,vowels
Oo3,0,NaN,control_tongue,single-phoneme,2693001,2692815,199,o,,,NaN,NaN,vowels,,,vowels
Ee3,0,NaN,control_tongue,single-phoneme,2697005,2696812,200,i,,,NaN,NaN,vowels,,,vowels
Ah3,0,NaN,control_tongue,single-phoneme,2701020,2700810,201,a,,,NaN,NaN,vowels,,,vowels
Uh3,0,NaN,control_tongue,single-phoneme,2704975,2704803,202,u,,,NaN,NaN,vowels,,,vowels
T3,0,NaN,control_tongue,single-phoneme,2708964,2708800,203,t,,,NaN,NaN,alveolar,stop,no,alveolar
P3,0,NaN,control_tongue,single-phoneme,2712952,2712797,204,p,,,NaN,NaN,bilabial,stop,no,bilabial
S3,0,NaN,control_tongue,single-phoneme,2717043,2716792,205,s,,,NaN,NaN,alveolar,fricative,no,alveolar
D3,0,NaN,control_tongue,single-phoneme,2720944,2720789,206,d,,,NaN,NaN,alveolar,stop,yes,alveolar
B3,0,NaN,control_tongue,single-phoneme,2724925,2724785,207,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Z3,0,NaN,control_tongue,single-phoneme,2729041,2728781,208,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
Uh4,0,NaN,control_tongue,single-phoneme,2733001,2732778,209,u,,,NaN,NaN,vowels,,,vowels
Oo4,0,NaN,control_tongue,single-phoneme,2736933,2736772,210,o,,,NaN,NaN,vowels,,,vowels
Ee4,0,NaN,control_tongue,single-phoneme,2741623,2740768,211,i,,,NaN,NaN,vowels,,,vowels
Ah4,0,NaN,control_tongue,single-phoneme,2745019,2744798,212,a,,,NaN,NaN,vowels,,,vowels
Eh4,0,NaN,control_tongue,single-phoneme,2748951,2748795,213,e,,,NaN,NaN,vowels,,,vowels
S3,0,NaN,control_tongue,single-phoneme,2753007,2752756,214,s,,,NaN,NaN,alveolar,fricative,no,alveolar
P3,0,NaN,control_tongue,single-phoneme,2756908,2756753,215,p,,,NaN,NaN,bilabial,stop,no,bilabial
T3,0,NaN,control_tongue,single-phoneme,2760912,2760748,216,t,,,NaN,NaN,alveolar,stop,no,alveolar
Z3,0,NaN,control_tongue,single-phoneme,2764972,2764712,217,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
B3,0,NaN,control_tongue,single-phoneme,2768849,2768709,218,b,,,NaN,NaN,bilabial,stop,yes,bilabial
D3,0,NaN,control_tongue,single-phoneme,2772860,2772705,219,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Oo5,0,NaN,control_tongue,single-phoneme,2776853,2776701,220,o,,,NaN,NaN,vowels,,,vowels
Ah5,0,NaN,control_tongue,single-phoneme,2780880,2780698,221,a,,,NaN,NaN,vowels,,,vowels
Uh5,0,NaN,control_tongue,single-phoneme,2784849,2784694,222,u,,,NaN,NaN,vowels,,,vowels
Eh5,0,NaN,control_tongue,single-phoneme,2788871,2788689,223,e,,,NaN,NaN,vowels,,,vowels
Ee5,0,NaN,control_tongue,single-phoneme,2792839,2792686,224,i,,,NaN,NaN,vowels,,,vowels
Z5,0,NaN,control_tongue,single-phoneme,2796906,2796683,225,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P5,0,NaN,control_tongue,single-phoneme,2800858,2800711,226,p,,,NaN,NaN,bilabial,stop,no,bilabial
D5,0,NaN,control_tongue,single-phoneme,2804884,2804706,227,d,,,NaN,NaN,alveolar,stop,yes,alveolar
S5,0,NaN,control_tongue,single-phoneme,2808874,2808675,228,s,,,NaN,NaN,alveolar,fricative,no,alveolar
T5,0,NaN,control_tongue,single-phoneme,2812877,2812698,229,t,,,NaN,NaN,alveolar,stop,no,alveolar
B5,0,NaN,control_tongue,single-phoneme,2816847,2816700,230,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Pe_happy1,1,8,tongue,phonemes,2868745,2868645,231,p,e,,2868846,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,tongue,phonemes,2874341,2874241,232,t,a,,2874478,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,tongue,phonemes,2879936,2879836,233,b,u,,2880005,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_tongue,phonemes,2885530,2885430,234,t,o,,2885617,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,tongue,phonemes,2891124,2891024,235,d,a,,2891180,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_tongue,phonemes,2896718,2896618,236,p,u,,2896800,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,tongue,phonemes,2902313,2902213,237,d,e,,2902363,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,tongue,phonemes,2907912,2907812,238,b,u,,2907979,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,tongue,phonemes,2913503,2913403,239,d,o,,2913556,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,tongue,phonemes,2919101,2919001,240,p,i,,2919266,NaN,bilabial,stop,no,bilabial
