Stimulus,TMS,Correct_key,TMStarget,Task,P1_TSidx,TMS_TSidx,TrialN,Phoneme1,Phoneme2,Phoneme3,P2_TSidx,P3_TSidx,Place,Manner,Voicing,Category
Ta_happy1,1,5,tongue,phonemes,1735868,1735768,117,t,a,,1736005,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,tongue,phonemes,1741497,1741397,118,b,u,,1741566,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_tongue,phonemes,1747089,1746989,119,t,o,,1747176,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,tongue,phonemes,1752719,1752619,120,d,a,,1752775,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_tongue,phonemes,1758313,1758213,121,p,u,,1758395,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,tongue,phonemes,1763907,1763807,122,d,e,,1763957,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,tongue,phonemes,1769507,1769407,123,b,u,,1769574,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,tongue,phonemes,1775096,1774996,124,d,o,,1775149,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,tongue,phonemes,1780692,1780592,125,p,i,,1780857,NaN,bilabial,stop,no,bilabial
Bo_angry2,0,7,control_tongue,phonemes,1786285,1786185,126,b,o,,1786339,NaN,bilabial,stop,yes,bilabial
Ta_happy2,1,5,tongue,phonemes,1791885,1791785,127,t,a,,1791955,NaN,alveolar,stop,no,alveolar
De_happy2,1,4,tongue,phonemes,1797476,1797376,128,d,e,,1797527,NaN,alveolar,stop,yes,alveolar
Pe_angry1,0,8,control_tongue,phonemes,1803069,1802969,129,p,e,,1803218,NaN,bilabial,stop,no,bilabial
Pu_angry1,1,8,tongue,phonemes,1808665,1808565,130,p,u,,1808748,NaN,bilabial,stop,no,bilabial
Da_angry1,0,4,control_tongue,phonemes,1814258,1814158,131,d,a,,1814312,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,tongue,phonemes,1819854,1819754,132,b,i,,1819908,NaN,bilabial,stop,yes,bilabial
Do_happy1,1,4,tongue,phonemes,1825485,1825385,133,d,o,,1825537,NaN,alveolar,stop,yes,alveolar
Pi_happy1,0,8,control_tongue,phonemes,1831074,1830974,134,p,i,,1831133,NaN,bilabial,stop,no,bilabial
Do_angry2,0,4,control_tongue,phonemes,1836702,1836602,135,d,o,,1836755,NaN,alveolar,stop,yes,alveolar
Ti_happy2,1,5,tongue,phonemes,1842299,1842199,136,t,i,,1842391,NaN,alveolar,stop,no,alveolar
Bo_happy1,1,7,tongue,phonemes,1847894,1847794,137,b,o,,1847948,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,tongue,phonemes,1853490,1853390,138,t,e,,1853602,NaN,alveolar,stop,no,alveolar
Pa_happy1,0,8,control_tongue,phonemes,1859083,1858983,139,p,a,,1859221,NaN,bilabial,stop,no,bilabial
Da_happy2,1,4,tongue,phonemes,1864678,1864578,140,d,a,,1864733,NaN,alveolar,stop,yes,alveolar
Bu_angry2,0,7,control_tongue,phonemes,1870270,1870170,141,b,u,,1870339,NaN,bilabial,stop,yes,bilabial
Po_angry2,1,8,tongue,phonemes,1875877,1875777,142,p,o,,1875962,NaN,bilabial,stop,no,bilabial
Ta_angry2,0,5,control_tongue,phonemes,1881459,1881359,143,t,a,,1881544,NaN,alveolar,stop,no,alveolar
Du_angry2,1,4,tongue,phonemes,1887056,1886956,144,d,u,,1887142,NaN,alveolar,stop,yes,alveolar
Bi_angry1,1,7,tongue,phonemes,1892688,1892588,145,b,i,,1892750,NaN,bilabial,stop,yes,bilabial
Di_happy2,1,4,tongue,phonemes,1898277,1898177,146,d,i,,1898359,NaN,alveolar,stop,yes,alveolar
Be_angry2,1,7,tongue,phonemes,1903907,1903807,147,b,e,,1903961,NaN,bilabial,stop,yes,bilabial
Di_happy1,1,4,tongue,phonemes,1909500,1909400,148,d,i,,1909583,NaN,alveolar,stop,yes,alveolar
Pu_happy1,1,8,tongue,phonemes,1915095,1914995,149,p,u,,1915174,NaN,bilabial,stop,no,bilabial
Bi_angry2,0,7,control_tongue,phonemes,1920691,1920591,150,b,i,,1920746,NaN,bilabial,stop,yes,bilabial
Po_angry1,1,8,tongue,phonemes,1926285,1926185,151,p,o,,1926364,NaN,bilabial,stop,no,bilabial
Bo_happy2,1,7,tongue,phonemes,1931878,1931778,152,b,o,,1931932,NaN,bilabial,stop,yes,bilabial
Tu_happy1,1,5,tongue,phonemes,1937506,1937406,153,t,u,,1937602,NaN,alveolar,stop,no,alveolar
Po_happy2,0,8,control_tongue,phonemes,1943131,1943031,154,p,o,,1943211,NaN,bilabial,stop,no,bilabial
Du_happy2,0,4,control_tongue,phonemes,1948729,1948629,155,d,u,,1948809,NaN,alveolar,stop,yes,alveolar
To_happy1,1,5,tongue,phonemes,1954325,1954225,156,t,o,,1954407,NaN,alveolar,stop,no,alveolar
Ba_happy1,1,7,tongue,phonemes,1959951,1959851,157,b,a,,1960033,NaN,bilabial,stop,yes,bilabial
De_angry1,0,4,control_tongue,phonemes,1965544,1965444,158,d,e,,1965590,NaN,alveolar,stop,yes,alveolar
Tu_angry1,1,5,tongue,phonemes,1971141,1971041,159,t,u,,1971253,NaN,alveolar,stop,no,alveolar
Pa_happy2,1,8,tongue,phonemes,1976804,1976704,160,p,a,,1976964,NaN,bilabial,stop,no,bilabial
Be_angry1,0,7,control_tongue,phonemes,1982394,1982294,161,b,e,,1982447,NaN,bilabial,stop,yes,bilabial
Te_happy2,1,5,tongue,phonemes,1988025,1987925,162,t,e,,1988139,NaN,alveolar,stop,no,alveolar
Ba_angry1,1,7,tongue,phonemes,1993620,1993520,163,b,a,,1993673,NaN,bilabial,stop,yes,bilabial
Tu_angry2,0,5,control_tongue,phonemes,1999215,1999115,164,t,u,,1999328,NaN,alveolar,stop,no,alveolar
Pe_happy2,1,8,tongue,phonemes,2004841,2004741,165,p,e,,2004984,NaN,bilabial,stop,no,bilabial
Ti_happy1,1,5,tongue,phonemes,2010475,2010375,166,t,i,,2010570,NaN,alveolar,stop,no,alveolar
To_angry2,1,5,tongue,phonemes,2016065,2015965,167,t,o,,2016163,NaN,alveolar,stop,no,alveolar
Di_angry2,0,4,control_tongue,phonemes,2021657,2021557,168,d,i,,2021746,NaN,alveolar,stop,yes,alveolar
Pi_angry2,1,8,tongue,phonemes,2027254,2027154,169,p,i,,2027370,NaN,bilabial,stop,no,bilabial
Ti_angry2,0,5,control_tongue,phonemes,2032845,2032745,170,t,i,,2033019,NaN,alveolar,stop,no,alveolar
Du_happy1,1,4,tongue,phonemes,2038445,2038345,171,d,u,,2038529,NaN,alveolar,stop,yes,alveolar
Pa_angry2,1,8,tongue,phonemes,2044039,2043939,172,p,a,,2044128,NaN,bilabial,stop,no,bilabial
Ba_happy2,0,7,control_tongue,phonemes,2049629,2049529,173,b,a,,2049744,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_tongue,phonemes,2055225,2055125,174,t,e,,2055338,NaN,alveolar,stop,no,alveolar
Be_happy2,1,7,tongue,phonemes,2060824,2060724,175,b,e,,2060969,NaN,bilabial,stop,yes,bilabial
Pe_happy1,1,8,lip,phonemes,3507550,3507450,176,p,e,,3507651,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,lip,phonemes,3513144,3513044,177,t,a,,3513281,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,lip,phonemes,3518742,3518642,178,b,u,,3518811,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_lip,phonemes,3524333,3524233,179,t,o,,3524420,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,lip,phonemes,3529929,3529829,180,d,a,,3529985,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_lip,phonemes,3535523,3535423,181,p,u,,3535605,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,lip,phonemes,3541118,3541018,182,d,e,,3541168,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,lip,phonemes,3546712,3546612,183,b,u,,3546779,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,lip,phonemes,3552307,3552207,184,d,o,,3552360,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,lip,phonemes,3557907,3557807,185,p,i,,3558072,NaN,bilabial,stop,no,bilabial
Bo_angry2,0,7,control_lip,phonemes,3563494,3563394,186,b,o,,3563548,NaN,bilabial,stop,yes,bilabial
Ta_happy2,1,5,lip,phonemes,3569091,3568991,187,t,a,,3569161,NaN,alveolar,stop,no,alveolar
De_happy2,1,4,lip,phonemes,3574685,3574585,188,d,e,,3574736,NaN,alveolar,stop,yes,alveolar
Pe_angry1,0,8,control_lip,phonemes,3580280,3580180,189,p,e,,3580429,NaN,bilabial,stop,no,bilabial
Pu_angry1,1,8,lip,phonemes,3585877,3585777,190,p,u,,3585960,NaN,bilabial,stop,no,bilabial
Da_angry1,0,4,control_lip,phonemes,3591505,3591405,191,d,a,,3591559,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,lip,phonemes,3597102,3597002,192,b,i,,3597156,NaN,bilabial,stop,yes,bilabial
Do_happy1,1,4,lip,phonemes,3602695,3602595,193,d,o,,3602747,NaN,alveolar,stop,yes,alveolar
Pi_happy1,0,8,control_lip,phonemes,3608320,3608220,194,p,i,,3608379,NaN,bilabial,stop,no,bilabial
Do_angry2,0,4,control_lip,phonemes,3613913,3613813,195,d,o,,3613966,NaN,alveolar,stop,yes,alveolar
Ti_happy2,1,5,lip,phonemes,3619508,3619408,196,t,i,,3619600,NaN,alveolar,stop,no,alveolar
Bo_happy1,1,7,lip,phonemes,3625103,3625003,197,b,o,,3625157,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,lip,phonemes,3630732,3630632,198,t,e,,3630844,NaN,alveolar,stop,no,alveolar
Pa_happy1,0,8,control_lip,phonemes,3636326,3636226,199,p,a,,3636464,NaN,bilabial,stop,no,bilabial
Da_happy2,1,4,lip,phonemes,3641962,3641862,200,d,a,,3642017,NaN,alveolar,stop,yes,alveolar
Bu_angry2,0,7,control_lip,phonemes,3647546,3647446,201,b,u,,3647615,NaN,bilabial,stop,yes,bilabial
Po_angry2,1,8,lip,phonemes,3653143,3653043,202,p,o,,3653228,NaN,bilabial,stop,no,bilabial
Ta_angry2,0,5,control_lip,phonemes,3658736,3658636,203,t,a,,3658821,NaN,alveolar,stop,no,alveolar
Du_angry2,1,4,lip,phonemes,3664331,3664231,204,d,u,,3664417,NaN,alveolar,stop,yes,alveolar
Bi_angry1,1,7,lip,phonemes,3669927,3669827,205,b,i,,3669989,NaN,bilabial,stop,yes,bilabial
Di_happy2,1,4,lip,phonemes,3675525,3675425,206,d,i,,3675607,NaN,alveolar,stop,yes,alveolar
Be_angry2,1,7,lip,phonemes,3681117,3681017,207,b,e,,3681171,NaN,bilabial,stop,yes,bilabial
Di_happy1,1,4,lip,phonemes,3686710,3686610,208,d,i,,3686793,NaN,alveolar,stop,yes,alveolar
Pu_happy1,1,8,lip,phonemes,3692304,3692204,209,p,u,,3692383,NaN,bilabial,stop,no,bilabial
Bi_angry2,0,7,control_lip,phonemes,3697897,3697797,210,b,i,,3697952,NaN,bilabial,stop,yes,bilabial
Po_angry1,1,8,lip,phonemes,3703495,3703395,211,p,o,,3703574,NaN,bilabial,stop,no,bilabial
Bo_happy2,1,7,lip,phonemes,3709090,3708990,212,b,o,,3709144,NaN,bilabial,stop,yes,bilabial
Tu_happy1,1,5,lip,phonemes,3714717,3714617,213,t,u,,3714813,NaN,alveolar,stop,no,alveolar
Po_happy2,0,8,control_lip,phonemes,3720309,3720209,214,p,o,,3720389,NaN,bilabial,stop,no,bilabial
Du_happy2,0,4,control_lip,phonemes,3725905,3725805,215,d,u,,3725985,NaN,alveolar,stop,yes,alveolar
To_happy1,1,5,lip,phonemes,3731500,3731400,216,t,o,,3731582,NaN,alveolar,stop,no,alveolar
Ba_happy1,1,7,lip,phonemes,3737095,3736995,217,b,a,,3737177,NaN,bilabial,stop,yes,bilabial
De_angry1,0,4,control_lip,phonemes,3742694,3742594,218,d,e,,3742740,NaN,alveolar,stop,yes,alveolar
Tu_angry1,1,5,lip,phonemes,3748285,3748185,219,t,u,,3748397,NaN,alveolar,stop,no,alveolar
Pa_happy2,1,8,lip,phonemes,3753879,3753779,220,p,a,,3754039,NaN,bilabial,stop,no,bilabial
Be_angry1,0,7,control_lip,phonemes,3759471,3759371,221,b,e,,3759524,NaN,bilabial,stop,yes,bilabial
Te_happy2,1,5,lip,phonemes,3765071,3764971,222,t,e,,3765185,NaN,alveolar,stop,no,alveolar
Ba_angry1,1,7,lip,phonemes,3770663,3770563,223,b,a,,3770716,NaN,bilabial,stop,yes,bilabial
Tu_angry2,0,5,control_lip,phonemes,3776255,3776155,224,t,u,,3776368,NaN,alveolar,stop,no,alveolar
Pe_happy2,1,8,lip,phonemes,3781851,3781751,225,p,e,,3781994,NaN,bilabial,stop,no,bilabial
Ti_happy1,1,5,lip,phonemes,3787482,3787382,226,t,i,,3787577,NaN,alveolar,stop,no,alveolar
To_angry2,1,5,lip,phonemes,3793074,3792974,227,t,o,,3793172,NaN,alveolar,stop,no,alveolar
Di_angry2,0,4,control_lip,phonemes,3798699,3798599,228,d,i,,3798788,NaN,alveolar,stop,yes,alveolar
Pi_angry2,1,8,lip,phonemes,3804296,3804196,229,p,i,,3804412,NaN,bilabial,stop,no,bilabial
Ti_angry2,0,5,control_lip,phonemes,3809890,3809790,230,t,i,,3810064,NaN,alveolar,stop,no,alveolar
Du_happy1,1,4,lip,phonemes,3815484,3815384,231,d,u,,3815568,NaN,alveolar,stop,yes,alveolar
Pa_angry2,1,8,lip,phonemes,3821086,3820986,232,p,a,,3821175,NaN,bilabial,stop,no,bilabial
Ba_happy2,0,7,control_lip,phonemes,3826675,3826575,233,b,a,,3826790,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_lip,phonemes,3832267,3832167,234,t,e,,3832380,NaN,alveolar,stop,no,alveolar
Be_happy2,1,7,lip,phonemes,3837866,3837766,235,b,e,,3838011,NaN,bilabial,stop,yes,bilabial
Bo_happy1,1,7,lip,phonemes,3875460,3875360,236,b,o,,3875514,NaN,bilabial,stop,yes,bilabial
Tu_happy1,0,5,control_lip,phonemes,3881054,3880954,237,t,u,,3881150,NaN,alveolar,stop,no,alveolar
Do_happy1,1,4,lip,phonemes,3886653,3886553,238,d,o,,3886705,NaN,alveolar,stop,yes,alveolar
