Stimulus,TMS,Correct_key,TMStarget,Task,P1_TSidx,TMS_TSidx,TrialN,Phoneme1,Phoneme2,Phoneme3,P2_TSidx,P3_TSidx,Place,Manner,Voicing,Category
Oo3,0,NaN,control_,single-phoneme,262160,261974,24,o,,,NaN,NaN,vowels,,,vowels
Ee3,0,NaN,control_,single-phoneme,266162,265969,25,i,,,NaN,NaN,vowels,,,vowels
Ah3,0,NaN,control_,single-phoneme,270206,269996,26,a,,,NaN,NaN,vowels,,,vowels
Uh3,0,NaN,control_,single-phoneme,274165,273993,27,u,,,NaN,NaN,vowels,,,vowels
T3,0,NaN,control_,single-phoneme,278155,277991,28,t,,,NaN,NaN,alveolar,stop,no,alveolar
P3,0,NaN,control_,single-phoneme,282176,282021,29,p,,,NaN,NaN,bilabial,stop,no,bilabial
S3,0,NaN,control_,single-phoneme,286267,286016,30,s,,,NaN,NaN,alveolar,fricative,no,alveolar
D3,0,NaN,control_,single-phoneme,290167,290012,31,d,,,NaN,NaN,alveolar,stop,yes,alveolar
B3,0,NaN,control_,single-phoneme,294149,294009,32,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Z3,0,NaN,control_,single-phoneme,298266,298006,33,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
Uh4,0,NaN,control_,single-phoneme,302223,302000,34,u,,,NaN,NaN,vowels,,,vowels
Oo4,0,NaN,control_,single-phoneme,306160,305999,35,o,,,NaN,NaN,vowels,,,vowels
Ee4,0,NaN,control_,single-phoneme,310850,309995,36,i,,,NaN,NaN,vowels,,,vowels
Ah4,0,NaN,control_,single-phoneme,314211,313990,37,a,,,NaN,NaN,vowels,,,vowels
Eh4,0,NaN,control_,single-phoneme,318172,318016,38,e,,,NaN,NaN,vowels,,,vowels
S3,0,NaN,control_,single-phoneme,322235,321984,39,s,,,NaN,NaN,alveolar,fricative,no,alveolar
P3,0,NaN,control_,single-phoneme,326135,325980,40,p,,,NaN,NaN,bilabial,stop,no,bilabial
T3,0,NaN,control_,single-phoneme,330138,329974,41,t,,,NaN,NaN,alveolar,stop,no,alveolar
Z3,0,NaN,control_,single-phoneme,334229,333969,42,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
B3,0,NaN,control_,single-phoneme,338106,337966,43,b,,,NaN,NaN,bilabial,stop,yes,bilabial
D3,0,NaN,control_,single-phoneme,342118,341963,44,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Oo5,0,NaN,control_,single-phoneme,346111,345959,45,o,,,NaN,NaN,vowels,,,vowels
Ah5,0,NaN,control_,single-phoneme,350170,349988,46,a,,,NaN,NaN,vowels,,,vowels
Uh5,0,NaN,control_,single-phoneme,354140,353985,47,u,,,NaN,NaN,vowels,,,vowels
Eh5,0,NaN,control_,single-phoneme,358163,357981,48,e,,,NaN,NaN,vowels,,,vowels
Ee5,0,NaN,control_,single-phoneme,362130,361977,49,i,,,NaN,NaN,vowels,,,vowels
Z5,0,NaN,control_,single-phoneme,366228,366005,50,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P5,0,NaN,control_,single-phoneme,370149,370002,51,p,,,NaN,NaN,bilabial,stop,no,bilabial
D5,0,NaN,control_,single-phoneme,374177,373999,52,d,,,NaN,NaN,alveolar,stop,yes,alveolar
S5,0,NaN,control_,single-phoneme,378159,377960,53,s,,,NaN,NaN,alveolar,fricative,no,alveolar
T5,0,NaN,control_,single-phoneme,382134,381955,54,t,,,NaN,NaN,alveolar,stop,no,alveolar
B5,0,NaN,control_,single-phoneme,386137,385990,55,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Bo_happy1,1,7,tongue,phonemes,1183016,1182916,56,b,o,,1183070,NaN,bilabial,stop,yes,bilabial
Tu_happy1,0,5,control_tongue,phonemes,1188607,1188507,57,t,u,,1188703,NaN,alveolar,stop,no,alveolar
Do_happy1,1,4,tongue,phonemes,1194204,1194104,58,d,o,,1194256,NaN,alveolar,stop,yes,alveolar
Pa_happy1,1,8,tongue,phonemes,1199832,1199732,59,p,a,,1199970,NaN,bilabial,stop,no,bilabial
Pe_angry2,1,8,tongue,phonemes,1205427,1205327,60,p,e,,1205573,NaN,bilabial,stop,no,bilabial
Be_happy1,1,7,tongue,phonemes,1211018,1210918,61,b,e,,1211072,NaN,bilabial,stop,yes,bilabial
Da_happy2,0,4,control_tongue,phonemes,1216615,1216515,62,d,a,,1216670,NaN,alveolar,stop,yes,alveolar
Po_angry2,1,8,tongue,phonemes,1222212,1222112,63,p,o,,1222297,NaN,bilabial,stop,no,bilabial
Bi_angry1,0,7,control_tongue,phonemes,1227803,1227703,64,b,i,,1227865,NaN,bilabial,stop,yes,bilabial
Ti_happy2,1,5,tongue,phonemes,1233400,1233300,65,t,i,,1233492,NaN,alveolar,stop,no,alveolar
Di_happy1,0,4,control_tongue,phonemes,1238991,1238891,66,d,i,,1239074,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,tongue,phonemes,1244590,1244490,67,b,i,,1244644,NaN,bilabial,stop,yes,bilabial
Da_angry1,1,4,tongue,phonemes,1250183,1250083,68,d,a,,1250237,NaN,alveolar,stop,yes,alveolar
Ta_angry2,1,5,tongue,phonemes,1255781,1255681,69,t,a,,1255866,NaN,alveolar,stop,no,alveolar
De_angry1,1,4,tongue,phonemes,1261373,1261273,70,d,e,,1261419,NaN,alveolar,stop,yes,alveolar
Bo_angry1,0,7,control_tongue,phonemes,1266965,1266865,71,b,o,,1267019,NaN,bilabial,stop,yes,bilabial
Du_happy2,1,4,tongue,phonemes,1272562,1272462,72,d,u,,1272642,NaN,alveolar,stop,yes,alveolar
Po_happy2,1,8,tongue,phonemes,1278157,1278057,73,p,o,,1278237,NaN,bilabial,stop,no,bilabial
Bu_angry1,1,7,tongue,phonemes,1283786,1283686,74,b,u,,1283855,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_tongue,phonemes,1289411,1289311,75,t,e,,1289524,NaN,alveolar,stop,no,alveolar
Pu_angry2,1,8,tongue,phonemes,1295006,1294906,76,p,u,,1295121,NaN,bilabial,stop,no,bilabial
Du_angry1,1,4,tongue,phonemes,1300652,1300552,77,d,u,,1300737,NaN,alveolar,stop,yes,alveolar
Pe_angry1,1,8,tongue,phonemes,1306262,1306162,78,p,e,,1306411,NaN,bilabial,stop,no,bilabial
Di_angry2,1,4,tongue,phonemes,1311890,1311790,79,d,i,,1311979,NaN,alveolar,stop,yes,alveolar
Pi_happy1,1,8,tongue,phonemes,1317484,1317384,80,p,i,,1317543,NaN,bilabial,stop,no,bilabial
Ta_angry1,0,5,control_tongue,phonemes,1323111,1323011,81,t,a,,1323219,NaN,alveolar,stop,no,alveolar
Be_angry1,1,7,tongue,phonemes,1328739,1328639,82,b,e,,1328792,NaN,bilabial,stop,yes,bilabial
Pi_happy2,1,8,tongue,phonemes,1334337,1334237,83,p,i,,1334437,NaN,bilabial,stop,no,bilabial
Da_happy1,1,4,tongue,phonemes,1339929,1339829,84,d,a,,1340005,NaN,alveolar,stop,yes,alveolar
Bu_angry2,1,7,tongue,phonemes,1345523,1345423,85,b,u,,1345592,NaN,bilabial,stop,yes,bilabial
Bo_angry2,1,7,tongue,phonemes,1351118,1351018,86,b,o,,1351172,NaN,bilabial,stop,yes,bilabial
De_angry2,0,4,control_tongue,phonemes,1356715,1356615,87,d,e,,1356762,NaN,alveolar,stop,yes,alveolar
Tu_happy2,1,5,tongue,phonemes,1362308,1362208,88,t,u,,1362407,NaN,alveolar,stop,no,alveolar
Pa_angry2,0,8,control_tongue,phonemes,1367933,1367833,89,p,a,,1368022,NaN,bilabial,stop,no,bilabial
De_happy2,1,4,tongue,phonemes,1373532,1373432,90,d,e,,1373583,NaN,alveolar,stop,yes,alveolar
Ti_happy1,1,5,tongue,phonemes,1379124,1379024,91,t,i,,1379219,NaN,alveolar,stop,no,alveolar
Pa_angry1,1,8,tongue,phonemes,1384720,1384620,92,p,a,,1384854,NaN,bilabial,stop,no,bilabial
Pe_happy2,0,8,control_tongue,phonemes,1390311,1390211,93,p,e,,1390454,NaN,bilabial,stop,no,bilabial
Bi_happy1,1,7,tongue,phonemes,1395942,1395842,94,b,i,,1395996,NaN,bilabial,stop,yes,bilabial
Tu_angry2,1,5,tongue,phonemes,1401573,1401473,95,t,u,,1401686,NaN,alveolar,stop,no,alveolar
Bu_happy1,0,7,control_tongue,phonemes,1407162,1407062,96,b,u,,1407229,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,tongue,phonemes,1412758,1412658,97,d,o,,1412811,NaN,alveolar,stop,yes,alveolar
To_happy2,1,5,tongue,phonemes,1418353,1418253,98,t,o,,1418440,NaN,alveolar,stop,no,alveolar
Po_happy1,0,8,control_tongue,phonemes,1423983,1423883,99,p,o,,1424078,NaN,bilabial,stop,no,bilabial
Ti_angry1,0,5,control_tongue,phonemes,1429577,1429477,100,t,i,,1429751,NaN,alveolar,stop,no,alveolar
Pu_angry1,0,8,control_tongue,phonemes,1435170,1435070,101,p,u,,1435253,NaN,bilabial,stop,no,bilabial
Do_happy2,0,4,control_tongue,phonemes,1440797,1440697,102,d,o,,1440849,NaN,alveolar,stop,yes,alveolar
Ta_happy2,1,5,tongue,phonemes,1446393,1446293,103,t,a,,1446463,NaN,alveolar,stop,no,alveolar
Ba_angry1,0,7,control_tongue,phonemes,1451989,1451889,104,b,a,,1452042,NaN,bilabial,stop,yes,bilabial
Pu_happy2,1,8,tongue,phonemes,1457581,1457481,105,p,u,,1457663,NaN,bilabial,stop,no,bilabial
Di_angry1,1,4,tongue,phonemes,1463211,1463111,106,d,i,,1463297,NaN,alveolar,stop,yes,alveolar
To_angry2,1,5,tongue,phonemes,1468803,1468703,107,t,o,,1468901,NaN,alveolar,stop,no,alveolar
Pi_angry1,0,8,control_tongue,phonemes,1474399,1474299,108,p,i,,1474564,NaN,bilabial,stop,no,bilabial
Ba_happy1,1,7,tongue,phonemes,1479993,1479893,109,b,a,,1480075,NaN,bilabial,stop,yes,bilabial
To_angry1,0,5,control_tongue,phonemes,1485620,1485520,110,t,o,,1485705,NaN,alveolar,stop,no,alveolar
Te_angry1,1,5,tongue,phonemes,1491249,1491149,111,t,e,,1491362,NaN,alveolar,stop,no,alveolar
Be_happy2,0,7,control_tongue,phonemes,1496843,1496743,112,b,e,,1496988,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,tongue,phonemes,1502438,1502338,113,t,e,,1502550,NaN,alveolar,stop,no,alveolar
Ba_angry2,1,7,tongue,phonemes,1508033,1507933,114,b,a,,1508086,NaN,bilabial,stop,yes,bilabial
Du_angry2,0,4,control_tongue,phonemes,1513660,1513560,115,d,u,,1513746,NaN,alveolar,stop,yes,alveolar
Pe_happy1,1,8,tongue,phonemes,1551229,1551129,116,p,e,,1551330,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,tongue,phonemes,1556819,1556719,117,t,a,,1556956,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,tongue,phonemes,1562414,1562314,118,b,u,,1562483,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_tongue,phonemes,1568040,1567940,119,t,o,,1568127,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,tongue,phonemes,1573637,1573537,120,d,a,,1573693,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_tongue,phonemes,1579231,1579131,121,p,u,,1579313,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,tongue,phonemes,1584826,1584726,122,d,e,,1584876,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,tongue,phonemes,1590454,1590354,123,b,u,,1590521,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,tongue,phonemes,1596048,1595948,124,d,o,,1596101,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,tongue,phonemes,1601642,1601542,125,p,i,,1601807,NaN,bilabial,stop,no,bilabial
Bo_angry2,0,7,control_tongue,phonemes,1607235,1607135,126,b,o,,1607289,NaN,bilabial,stop,yes,bilabial
Ta_happy2,1,5,tongue,phonemes,1612832,1612732,127,t,a,,1612902,NaN,alveolar,stop,no,alveolar
De_happy2,1,4,tongue,phonemes,1618426,1618326,128,d,e,,1618477,NaN,alveolar,stop,yes,alveolar
Pe_angry1,0,8,control_tongue,phonemes,1624019,1623919,129,p,e,,1624168,NaN,bilabial,stop,no,bilabial
Pu_angry1,1,8,tongue,phonemes,1629614,1629514,130,p,u,,1629697,NaN,bilabial,stop,no,bilabial
Da_angry1,0,4,control_tongue,phonemes,1635208,1635108,131,d,a,,1635262,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,tongue,phonemes,1640804,1640704,132,b,i,,1640858,NaN,bilabial,stop,yes,bilabial
Do_happy1,1,4,tongue,phonemes,1646399,1646299,133,d,o,,1646451,NaN,alveolar,stop,yes,alveolar
Pi_happy1,0,8,control_tongue,phonemes,1651993,1651893,134,p,i,,1652052,NaN,bilabial,stop,no,bilabial
Do_angry2,0,4,control_tongue,phonemes,1657587,1657487,135,d,o,,1657640,NaN,alveolar,stop,yes,alveolar
Ti_happy2,1,5,tongue,phonemes,1663184,1663084,136,t,i,,1663276,NaN,alveolar,stop,no,alveolar
Bo_happy1,1,7,tongue,phonemes,1668777,1668677,137,b,o,,1668831,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,tongue,phonemes,1674406,1674306,138,t,e,,1674518,NaN,alveolar,stop,no,alveolar
Pa_happy1,0,8,control_tongue,phonemes,1679997,1679897,139,p,a,,1680135,NaN,bilabial,stop,no,bilabial
Da_happy2,1,4,tongue,phonemes,1685598,1685498,140,d,a,,1685653,NaN,alveolar,stop,yes,alveolar
Bu_angry2,0,7,control_tongue,phonemes,1691188,1691088,141,b,u,,1691257,NaN,bilabial,stop,yes,bilabial
Po_angry2,1,8,tongue,phonemes,1696785,1696685,142,p,o,,1696870,NaN,bilabial,stop,no,bilabial
Ta_angry2,0,5,control_tongue,phonemes,1702409,1702309,143,t,a,,1702494,NaN,alveolar,stop,no,alveolar
Du_angry2,1,4,tongue,phonemes,1708008,1707908,144,d,u,,1708094,NaN,alveolar,stop,yes,alveolar
Bi_angry1,1,7,tongue,phonemes,1713601,1713501,145,b,i,,1713663,NaN,bilabial,stop,yes,bilabial
Di_happy2,1,4,tongue,phonemes,1719229,1719129,146,d,i,,1719311,NaN,alveolar,stop,yes,alveolar
Be_angry2,1,7,tongue,phonemes,1724823,1724723,147,b,e,,1724877,NaN,bilabial,stop,yes,bilabial
Di_happy1,1,4,tongue,phonemes,1730418,1730318,148,d,i,,1730501,NaN,alveolar,stop,yes,alveolar
Pu_happy1,1,8,tongue,phonemes,1736013,1735913,149,p,u,,1736092,NaN,bilabial,stop,no,bilabial
Bi_angry2,0,7,control_tongue,phonemes,1741606,1741506,150,b,i,,1741661,NaN,bilabial,stop,yes,bilabial
Po_angry1,1,8,tongue,phonemes,1747201,1747101,151,p,o,,1747280,NaN,bilabial,stop,no,bilabial
Bo_happy2,1,7,tongue,phonemes,1752795,1752695,152,b,o,,1752849,NaN,bilabial,stop,yes,bilabial
Tu_happy1,1,5,tongue,phonemes,1758393,1758293,153,t,u,,1758489,NaN,alveolar,stop,no,alveolar
Po_happy2,0,8,control_tongue,phonemes,1764017,1763917,154,p,o,,1764097,NaN,bilabial,stop,no,bilabial
Du_happy2,0,4,control_tongue,phonemes,1769645,1769545,155,d,u,,1769725,NaN,alveolar,stop,yes,alveolar
To_happy1,1,5,tongue,phonemes,1775241,1775141,156,t,o,,1775323,NaN,alveolar,stop,no,alveolar
Ba_happy1,1,7,tongue,phonemes,1780835,1780735,157,b,a,,1780917,NaN,bilabial,stop,yes,bilabial
De_angry1,0,4,control_tongue,phonemes,1786428,1786328,158,d,e,,1786474,NaN,alveolar,stop,yes,alveolar
Tu_angry1,1,5,tongue,phonemes,1792058,1791958,159,t,u,,1792170,NaN,alveolar,stop,no,alveolar
Pa_happy2,1,8,tongue,phonemes,1797653,1797553,160,p,a,,1797813,NaN,bilabial,stop,no,bilabial
Be_angry1,0,7,control_tongue,phonemes,1803248,1803148,161,b,e,,1803301,NaN,bilabial,stop,yes,bilabial
Te_happy2,1,5,tongue,phonemes,1808841,1808741,162,t,e,,1808955,NaN,alveolar,stop,no,alveolar
Ba_angry1,1,7,tongue,phonemes,1814436,1814336,163,b,a,,1814489,NaN,bilabial,stop,yes,bilabial
Tu_angry2,0,5,control_tongue,phonemes,1820029,1819929,164,t,u,,1820142,NaN,alveolar,stop,no,alveolar
Pe_happy2,1,8,tongue,phonemes,1825628,1825528,165,p,e,,1825771,NaN,bilabial,stop,no,bilabial
Ti_happy1,1,5,tongue,phonemes,1831220,1831120,166,t,i,,1831315,NaN,alveolar,stop,no,alveolar
To_angry2,1,5,tongue,phonemes,1836816,1836716,167,t,o,,1836914,NaN,alveolar,stop,no,alveolar
Di_angry2,0,4,control_tongue,phonemes,1842409,1842309,168,d,i,,1842498,NaN,alveolar,stop,yes,alveolar
Pi_angry2,1,8,tongue,phonemes,1848004,1847904,169,p,i,,1848120,NaN,bilabial,stop,no,bilabial
Ti_angry2,0,5,control_tongue,phonemes,1853599,1853499,170,t,i,,1853773,NaN,alveolar,stop,no,alveolar
Du_happy1,1,4,tongue,phonemes,1859225,1859125,171,d,u,,1859309,NaN,alveolar,stop,yes,alveolar
Pa_angry2,1,8,tongue,phonemes,1864821,1864721,172,p,a,,1864910,NaN,bilabial,stop,no,bilabial
Ba_happy2,0,7,control_tongue,phonemes,1870414,1870314,173,b,a,,1870529,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_tongue,phonemes,1876010,1875910,174,t,e,,1876123,NaN,alveolar,stop,no,alveolar
Be_happy2,1,7,tongue,phonemes,1881603,1881503,175,b,e,,1881748,NaN,bilabial,stop,yes,bilabial
Ah1,0,NaN,control_lip,single-phoneme,2164413,2164167,176,a,,,NaN,NaN,vowels,,,vowels
Ee1,0,NaN,control_lip,single-phoneme,2168352,2168126,177,i,,,NaN,NaN,vowels,,,vowels
Eh1,0,NaN,control_lip,single-phoneme,2172289,2172122,178,e,,,NaN,NaN,vowels,,,vowels
Uh1,0,NaN,control_lip,single-phoneme,2176318,2176118,179,u,,,NaN,NaN,vowels,,,vowels
Oo1,0,NaN,control_lip,single-phoneme,2180301,2180113,180,o,,,NaN,NaN,vowels,,,vowels
S1,0,NaN,control_lip,single-phoneme,2184369,2184110,181,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Z1,0,NaN,control_lip,single-phoneme,2188286,2188110,182,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P1,0,NaN,control_lip,single-phoneme,2192280,2192134,183,p,,,NaN,NaN,bilabial,stop,no,bilabial
B1,0,NaN,control_lip,single-phoneme,2196282,2196132,184,b,,,NaN,NaN,bilabial,stop,yes,bilabial
T1,0,NaN,control_lip,single-phoneme,2200582,2200093,185,t,,,NaN,NaN,alveolar,stop,no,alveolar
D1,0,NaN,control_lip,single-phoneme,2204238,2204091,186,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Ee2,0,NaN,control_lip,single-phoneme,2208280,2208087,187,i,,,NaN,NaN,vowels,,,vowels
Uh2,0,NaN,control_lip,single-phoneme,2212266,2212084,188,u,,,NaN,NaN,vowels,,,vowels
Eh2,0,NaN,control_lip,single-phoneme,2216226,2216078,189,e,,,NaN,NaN,vowels,,,vowels
Oo2,0,NaN,control_lip,single-phoneme,2220257,2220076,190,o,,,NaN,NaN,vowels,,,vowels
Ah2,0,NaN,control_lip,single-phoneme,2224305,2224071,191,a,,,NaN,NaN,vowels,,,vowels
D2,0,NaN,control_lip,single-phoneme,2228232,2228068,192,d,,,NaN,NaN,alveolar,stop,yes,alveolar
T2,0,NaN,control_lip,single-phoneme,2232251,2232063,193,t,,,NaN,NaN,alveolar,stop,no,alveolar
B2,0,NaN,control_lip,single-phoneme,2236204,2236059,194,b,,,NaN,NaN,bilabial,stop,yes,bilabial
P2,0,NaN,control_lip,single-phoneme,2240209,2240056,195,p,,,NaN,NaN,bilabial,stop,no,bilabial
Z2,0,NaN,control_lip,single-phoneme,2244340,2244051,196,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
S2,0,NaN,control_lip,single-phoneme,2248299,2248049,197,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Eh3,0,NaN,control_lip,single-phoneme,2252195,2252045,198,e,,,NaN,NaN,vowels,,,vowels
Oo3,0,NaN,control_lip,single-phoneme,2256224,2256038,199,o,,,NaN,NaN,vowels,,,vowels
Ee3,0,NaN,control_lip,single-phoneme,2260200,2260007,200,i,,,NaN,NaN,vowels,,,vowels
Ah3,0,NaN,control_lip,single-phoneme,2264210,2264000,201,a,,,NaN,NaN,vowels,,,vowels
Uh3,0,NaN,control_lip,single-phoneme,2268168,2267996,202,u,,,NaN,NaN,vowels,,,vowels
T3,0,NaN,control_lip,single-phoneme,2272188,2272024,203,t,,,NaN,NaN,alveolar,stop,no,alveolar
P3,0,NaN,control_lip,single-phoneme,2276178,2276023,204,p,,,NaN,NaN,bilabial,stop,no,bilabial
S3,0,NaN,control_lip,single-phoneme,2280234,2279983,205,s,,,NaN,NaN,alveolar,fricative,no,alveolar
D3,0,NaN,control_lip,single-phoneme,2284135,2283980,206,d,,,NaN,NaN,alveolar,stop,yes,alveolar
B3,0,NaN,control_lip,single-phoneme,2288115,2287975,207,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Z3,0,NaN,control_lip,single-phoneme,2292231,2291971,208,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
Uh4,0,NaN,control_lip,single-phoneme,2296223,2296000,209,u,,,NaN,NaN,vowels,,,vowels
Oo4,0,NaN,control_lip,single-phoneme,2300126,2299965,210,o,,,NaN,NaN,vowels,,,vowels
Ee4,0,NaN,control_lip,single-phoneme,2304816,2303961,211,i,,,NaN,NaN,vowels,,,vowels
Ah4,0,NaN,control_lip,single-phoneme,2308177,2307956,212,a,,,NaN,NaN,vowels,,,vowels
Eh4,0,NaN,control_lip,single-phoneme,2312109,2311953,213,e,,,NaN,NaN,vowels,,,vowels
S3,0,NaN,control_lip,single-phoneme,2316202,2315951,214,s,,,NaN,NaN,alveolar,fricative,no,alveolar
P3,0,NaN,control_lip,single-phoneme,2320099,2319944,215,p,,,NaN,NaN,bilabial,stop,no,bilabial
T3,0,NaN,control_lip,single-phoneme,2324105,2323941,216,t,,,NaN,NaN,alveolar,stop,no,alveolar
Z3,0,NaN,control_lip,single-phoneme,2328197,2327937,217,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
B3,0,NaN,control_lip,single-phoneme,2332073,2331933,218,b,,,NaN,NaN,bilabial,stop,yes,bilabial
D3,0,NaN,control_lip,single-phoneme,2336085,2335930,219,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Oo5,0,NaN,control_lip,single-phoneme,2340078,2339926,220,o,,,NaN,NaN,vowels,,,vowels
Ah5,0,NaN,control_lip,single-phoneme,2344105,2343923,221,a,,,NaN,NaN,vowels,,,vowels
Uh5,0,NaN,control_lip,single-phoneme,2348073,2347918,222,u,,,NaN,NaN,vowels,,,vowels
Eh5,0,NaN,control_lip,single-phoneme,2352097,2351915,223,e,,,NaN,NaN,vowels,,,vowels
Ee5,0,NaN,control_lip,single-phoneme,2356062,2355909,224,i,,,NaN,NaN,vowels,,,vowels
Z5,0,NaN,control_lip,single-phoneme,2360129,2359906,225,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P5,0,NaN,control_lip,single-phoneme,2364049,2363902,226,p,,,NaN,NaN,bilabial,stop,no,bilabial
D5,0,NaN,control_lip,single-phoneme,2368077,2367899,227,d,,,NaN,NaN,alveolar,stop,yes,alveolar
S5,0,NaN,control_lip,single-phoneme,2372128,2371929,228,s,,,NaN,NaN,alveolar,fricative,no,alveolar
T5,0,NaN,control_lip,single-phoneme,2376103,2375924,229,t,,,NaN,NaN,alveolar,stop,no,alveolar
B5,0,NaN,control_lip,single-phoneme,2380067,2379920,230,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Pe_happy1,1,8,lip,phonemes,2431971,2431871,231,p,e,,2432072,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,lip,phonemes,2437565,2437465,232,t,a,,2437702,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,lip,phonemes,2443160,2443060,233,b,u,,2443229,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_lip,phonemes,2448756,2448656,234,t,o,,2448843,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,lip,phonemes,2454349,2454249,235,d,a,,2454405,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_lip,phonemes,2459943,2459843,236,p,u,,2460025,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,lip,phonemes,2465538,2465438,237,d,e,,2465588,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,lip,phonemes,2471135,2471035,238,b,u,,2471202,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,lip,phonemes,2476728,2476628,239,d,o,,2476781,NaN,alveolar,stop,yes,alveolar
