Stimulus,TMS,Correct_Key,TMStarget,Task,TrialN,Order,Phoneme1,Phoneme2,P1_TSidx,P2_TSidx,TMS_TSidx,Place,Manner,Voicing,Category
Da_angry1,1,3,tongue,phonemes,38,Cv,d,a,1186244,1186298,1186144,alveolar,stop,yes,alveolar
Be_happy2,0,1,control_tongue,phonemes,39,Cv,b,e,1194265,1194410,1194165,bilabial,stop,yes,bilabial
Pa_happy1,1,2,tongue,phonemes,40,Cv,p,a,1202262,1202400,1202162,bilabial,stop,no,bilabial
aP_angry1,1,2,tongue,phonemes,41,vC,a,p,1210253,1210587,1210153,alveolar,stop,no,alveolar
uD_angry2,1,3,tongue,phonemes,42,vC,u,d,1218246,1218611,1218146,alveolar,stop,no,alveolar
Ta_angry1,0,4,control_tongue,phonemes,43,Cv,t,a,1226185,1226293,1226085,alveolar,stop,no,alveolar
eB_happy1,1,1,tongue,phonemes,44,vC,e,b,1234264,1234509,1234164,alveolar,stop,no,alveolar
oP_angry2,0,2,control_tongue,phonemes,45,vC,o,p,1242270,NaN,1242170,alveolar,stop,no,alveolar
Te_happy1,0,4,control_tongue,phonemes,46,Cv,t,e,1250239,1250352,1250139,alveolar,stop,no,alveolar
aP_happy2,1,2,tongue,phonemes,47,vC,a,p,1258241,1258521,1258141,alveolar,stop,no,alveolar
Bo_angry1,0,1,control_tongue,phonemes,48,Cv,b,o,1266231,1266285,1266131,bilabial,stop,yes,bilabial
Ti_angry1,0,4,control_tongue,phonemes,49,Cv,t,i,1274241,1274415,1274141,alveolar,stop,no,alveolar
aB_angry2,0,1,control_tongue,phonemes,50,vC,a,b,1282221,1282561,1282121,alveolar,stop,no,alveolar
Po_happy1,0,2,control_tongue,phonemes,51,Cv,p,o,1290228,1290323,1290128,bilabial,stop,no,bilabial
aD_angry2,1,3,tongue,phonemes,52,vC,a,d,1298269,1298592,1298169,alveolar,stop,no,alveolar
iP_angry1,1,2,tongue,phonemes,53,vC,i,p,1306261,1306588,1306161,alveolar,stop,no,alveolar
oT_happy2,1,4,tongue,phonemes,54,vC,o,t,1346220,1346561,1346120,alveolar,stop,no,alveolar
Ti_happy2,1,4,tongue,phonemes,55,Cv,t,i,1354248,1354340,1354148,alveolar,stop,no,alveolar
De_angry1,0,3,control_tongue,phonemes,56,Cv,d,e,1362246,1362292,1362146,alveolar,stop,yes,alveolar
uB_angry1,1,1,tongue,phonemes,57,vC,u,b,1370265,1370602,1370165,alveolar,stop,no,alveolar
oD_angry1,1,3,tongue,phonemes,58,vC,o,d,1378223,1378642,1378123,alveolar,stop,no,alveolar
Bi_angry2,0,1,control_tongue,phonemes,59,Cv,b,i,1386260,1386315,1386160,bilabial,stop,yes,bilabial
Pe_happy1,1,2,tongue,phonemes,60,Cv,p,e,1394242,1394343,1394142,bilabial,stop,no,bilabial
oP_happy1,0,2,control_tongue,phonemes,61,vC,o,p,1402259,1402594,1402159,alveolar,stop,no,alveolar
iD_angry1,1,3,tongue,phonemes,62,vC,i,d,1410225,1410545,1410125,alveolar,stop,no,alveolar
oP_angry1,1,2,tongue,phonemes,63,vC,o,p,1418251,1418569,1418151,alveolar,stop,no,alveolar
eP_happy2,1,2,tongue,phonemes,64,vC,e,p,1426242,1426527,1426142,alveolar,stop,no,alveolar
Bo_happy2,1,1,tongue,phonemes,65,Cv,b,o,1434234,1434288,1434134,bilabial,stop,yes,bilabial
De_happy1,0,3,control_tongue,phonemes,66,Cv,d,e,1442213,1442263,1442113,alveolar,stop,yes,alveolar
To_happy1,1,4,tongue,phonemes,67,Cv,t,o,1450219,1450301,1450119,alveolar,stop,no,alveolar
aP_happy1,1,2,tongue,phonemes,68,vC,a,p,1458252,1458557,1458152,alveolar,stop,no,alveolar
Ta_angry2,0,4,control_tongue,phonemes,69,Cv,t,a,1466271,1466356,1466171,alveolar,stop,no,alveolar
eD_angry2,0,3,control_tongue,phonemes,70,vC,e,d,1474264,1474573,1474164,alveolar,stop,no,alveolar
iB_angry2,0,1,control_tongue,phonemes,71,vC,i,b,1482206,1482536,1482106,alveolar,stop,no,alveolar
Po_angry1,1,2,tongue,phonemes,72,Cv,p,o,1490248,1490327,1490148,bilabial,stop,no,bilabial
Bu_angry2,0,1,control_tongue,phonemes,73,Cv,b,u,1498232,1498301,1498132,bilabial,stop,yes,bilabial
iP_happy1,0,2,control_tongue,phonemes,74,vC,i,p,1506284,1506593,1506184,alveolar,stop,no,alveolar
uT_angry1,1,4,tongue,phonemes,75,vC,u,t,1514258,1514577,1514158,alveolar,stop,no,alveolar
oT_happy1,1,4,tongue,phonemes,76,vC,o,t,1522251,1522578,1522151,alveolar,stop,no,alveolar
Pi_angry2,1,2,tongue,phonemes,77,Cv,p,i,1530242,1530358,1530142,bilabial,stop,no,bilabial
oB_happy2,1,1,tongue,phonemes,78,vC,o,b,1538267,1538597,1538167,alveolar,stop,no,alveolar
aT_angry2,1,4,tongue,phonemes,79,vC,a,t,1546260,1546575,1546160,alveolar,stop,no,alveolar
Ba_happy2,0,1,control_tongue,phonemes,80,Cv,b,a,1554255,1554370,1554155,bilabial,stop,yes,bilabial
Da_angry2,1,3,tongue,phonemes,81,Cv,d,a,1562212,1562268,1562112,alveolar,stop,yes,alveolar
eD_happy1,0,3,control_tongue,phonemes,82,vC,e,d,1570250,1570519,1570150,alveolar,stop,no,alveolar
eT_angry1,1,4,tongue,phonemes,83,vC,e,t,1578263,1578533,1578163,alveolar,stop,no,alveolar
Pa_angry2,1,2,tongue,phonemes,84,Cv,p,a,1586257,1586346,1586157,bilabial,stop,no,bilabial
aP_angry2,1,2,tongue,phonemes,85,vC,a,p,1594247,1594589,1594147,alveolar,stop,no,alveolar
aD_happy2,1,3,tongue,phonemes,86,vC,a,d,1602238,1602503,1602138,alveolar,stop,no,alveolar
uB_happy2,0,1,control_tongue,phonemes,87,vC,u,b,1610246,1610583,1610146,alveolar,stop,no,alveolar
Du_happy2,1,3,tongue,phonemes,88,Cv,d,u,1618257,1618337,1618157,alveolar,stop,yes,alveolar
iP_happy2,0,2,control_tongue,phonemes,89,vC,i,p,1626232,1626549,1626132,alveolar,stop,no,alveolar
oT_angry2,1,4,tongue,phonemes,90,vC,o,t,1634241,1634550,1634141,alveolar,stop,no,alveolar
eD_happy2,1,3,tongue,phonemes,91,vC,e,d,1642300,1642583,1642200,alveolar,stop,no,alveolar
To_angry2,1,4,tongue,phonemes,92,Cv,t,o,1650224,1650322,1650124,alveolar,stop,no,alveolar
Pi_angry1,1,2,tongue,phonemes,94,Cv,p,i,1666210,1666375,1666110,bilabial,stop,no,bilabial
To_happy2,1,4,tongue,phonemes,95,Cv,t,o,1674235,1674322,1674135,alveolar,stop,no,alveolar
Du_angry2,1,3,tongue,phonemes,96,Cv,d,u,1682228,1682314,1682128,alveolar,stop,yes,alveolar
iB_happy1,1,1,tongue,phonemes,97,vC,i,b,1690253,1690589,1690153,alveolar,stop,no,alveolar
Be_angry2,1,1,tongue,phonemes,98,Cv,b,e,1698245,1698299,1698145,bilabial,stop,yes,bilabial
Pe_happy2,1,2,tongue,phonemes,99,Cv,p,e,1706271,1706414,1706171,bilabial,stop,no,bilabial
Do_angry2,0,3,control_tongue,phonemes,100,Cv,d,o,1714243,1714296,1714143,alveolar,stop,yes,alveolar
eB_angry2,1,1,tongue,phonemes,101,vC,e,b,1722291,1722561,1722191,alveolar,stop,no,alveolar
Tu_happy1,1,4,tongue,phonemes,102,Cv,t,u,1730251,1730347,1730151,alveolar,stop,no,alveolar
iT_happy1,1,4,tongue,phonemes,103,vC,i,t,1738207,1738490,1738107,alveolar,stop,no,alveolar
eP_angry1,0,2,control_tongue,phonemes,104,vC,e,p,1746208,1746497,1746108,alveolar,stop,no,alveolar
Te_angry2,1,4,tongue,phonemes,105,Cv,t,e,1762216,1762328,1762116,alveolar,stop,no,alveolar
uD_happy1,1,3,tongue,phonemes,106,vC,u,d,1770242,1770590,1770142,alveolar,stop,no,alveolar
Bo_happy1,1,1,tongue,phonemes,107,Cv,b,o,1778268,1778322,1778168,bilabial,stop,yes,bilabial
eP_happy1,1,2,tongue,phonemes,108,vC,e,p,1786225,1786510,1786125,alveolar,stop,no,alveolar
Pa_happy2,1,2,tongue,phonemes,109,Cv,p,a,1794218,1794378,1794118,bilabial,stop,no,bilabial
aB_happy2,0,1,control_tongue,phonemes,110,vC,a,b,1802237,1802572,1802137,alveolar,stop,no,alveolar
aT_happy2,0,4,control_tongue,phonemes,111,vC,a,t,1810272,1810513,1810172,alveolar,stop,no,alveolar
Tu_angry1,1,4,tongue,phonemes,112,Cv,t,u,1818262,1818374,1818162,alveolar,stop,no,alveolar
aB_happy2,1,1,tongue,phonemes,1,vC,a,b,1950567,1950902,1950467,alveolar,stop,no,alveolar
aT_happy2,1,4,tongue,phonemes,2,vC,a,t,1958539,1958780,1958439,alveolar,stop,no,alveolar
uP_happy2,0,2,control_tongue,phonemes,3,vC,u,p,1966560,1966890,1966460,alveolar,stop,no,alveolar
Do_angry2,1,3,tongue,phonemes,4,Cv,d,o,1974509,1974562,1974409,alveolar,stop,yes,alveolar
eP_angry1,1,2,tongue,phonemes,5,vC,e,p,1982502,1982791,1982402,alveolar,stop,no,alveolar
uT_happy1,0,4,control_tongue,phonemes,6,vC,u,t,1990476,1990793,1990376,alveolar,stop,no,alveolar
Te_happy2,1,4,tongue,phonemes,7,Cv,t,e,1998521,1998635,1998421,alveolar,stop,no,alveolar
aP_angry1,0,2,control_tongue,phonemes,8,vC,a,p,2006519,2006853,2006419,alveolar,stop,no,alveolar
Ta_angry2,1,4,tongue,phonemes,9,Cv,t,a,2014504,2014589,2014404,alveolar,stop,no,alveolar
Pu_happy2,0,2,control_tongue,phonemes,10,Cv,p,u,2022521,2022603,2022421,bilabial,stop,no,bilabial
Tu_happy1,0,4,control_tongue,phonemes,11,Cv,t,u,2030527,2030623,2030427,alveolar,stop,no,alveolar
iD_happy2,1,3,tongue,phonemes,12,vC,i,d,2038514,2038853,2038414,alveolar,stop,no,alveolar
eB_happy2,1,1,tongue,phonemes,13,vC,e,b,2046507,2046749,2046407,alveolar,stop,no,alveolar
Ba_happy2,1,1,tongue,phonemes,14,Cv,b,a,2054532,2054647,2054432,bilabial,stop,yes,bilabial
eD_angry2,1,3,tongue,phonemes,15,vC,e,d,2062490,2062799,2062390,alveolar,stop,no,alveolar
aB_happy1,1,1,tongue,phonemes,16,vC,a,b,2070516,2070838,2070416,alveolar,stop,no,alveolar
Pa_happy1,0,2,control_tongue,phonemes,17,Cv,p,a,2078496,2078634,2078396,bilabial,stop,no,bilabial
Do_happy2,1,3,tongue,phonemes,18,Cv,d,o,2086534,2086586,2086434,alveolar,stop,yes,alveolar
Bu_happy2,1,1,tongue,phonemes,19,Cv,b,u,2094527,2094595,2094427,bilabial,stop,yes,bilabial
aB_angry1,1,1,tongue,phonemes,20,vC,a,b,2102520,2102861,2102420,alveolar,stop,no,alveolar
aT_happy1,1,4,tongue,phonemes,21,vC,a,t,2110511,2110793,2110411,alveolar,stop,no,alveolar
Po_angry1,0,2,control_tongue,phonemes,22,Cv,p,o,2118514,2118593,2118414,bilabial,stop,no,bilabial
uD_angry1,1,3,tongue,phonemes,23,vC,u,d,2126565,2126955,2126465,alveolar,stop,no,alveolar
Di_happy1,1,3,tongue,phonemes,24,Cv,d,i,2134487,2134570,2134387,alveolar,stop,yes,alveolar
iB_angry1,1,1,tongue,phonemes,25,vC,i,b,2142535,2142871,2142435,alveolar,stop,no,alveolar
Ta_happy1,1,4,tongue,phonemes,26,Cv,t,a,2150539,2150676,2150439,alveolar,stop,no,alveolar
Ba_happy1,1,1,tongue,phonemes,27,Cv,b,a,2158497,2158579,2158397,bilabial,stop,yes,bilabial
eT_angry1,0,4,control_tongue,phonemes,28,vC,e,t,2166530,2166800,2166430,alveolar,stop,no,alveolar
Do_happy1,1,3,tongue,phonemes,29,Cv,d,o,2174515,2174567,2174415,alveolar,stop,yes,alveolar
oD_happy2,1,3,tongue,phonemes,30,vC,o,d,2182541,2182879,2182441,alveolar,stop,no,alveolar
Ba_angry2,1,1,tongue,phonemes,31,Cv,b,a,2190533,2190586,2190433,bilabial,stop,yes,bilabial
To_angry2,0,4,control_tongue,phonemes,32,Cv,t,o,2198493,2198591,2198393,alveolar,stop,no,alveolar
eD_happy1,1,3,tongue,phonemes,33,vC,e,d,2206518,2206787,2206418,alveolar,stop,no,alveolar
iP_happy2,1,2,tongue,phonemes,34,vC,i,p,2214543,2214860,2214443,alveolar,stop,no,alveolar
Di_angry2,0,3,control_tongue,phonemes,35,Cv,d,i,2222518,2222607,2222418,alveolar,stop,yes,alveolar
Bu_angry2,1,1,tongue,phonemes,36,Cv,b,u,2230494,2230563,2230394,bilabial,stop,yes,bilabial
Pu_angry1,1,2,tongue,phonemes,37,Cv,p,u,2238534,2238617,2238434,bilabial,stop,no,bilabial
Bu_happy1,1,1,tongue,phonemes,38,Cv,b,u,2246546,2246613,2246446,bilabial,stop,yes,bilabial
De_angry1,1,3,tongue,phonemes,39,Cv,d,e,2254539,2254585,2254439,alveolar,stop,yes,alveolar
oB_happy2,0,1,control_tongue,phonemes,40,vC,o,b,2262530,2262860,2262430,alveolar,stop,no,alveolar
oD_angry2,1,3,tongue,phonemes,41,vC,o,d,2270522,2270933,2270422,alveolar,stop,no,alveolar
Pi_angry2,0,2,control_tongue,phonemes,42,Cv,p,i,2278510,2278626,2278410,bilabial,stop,no,bilabial
Bo_angry1,1,1,tongue,phonemes,43,Cv,b,o,2286505,2286559,2286405,bilabial,stop,yes,bilabial
oT_happy1,0,4,control_tongue,phonemes,44,vC,o,t,2294538,2294865,2294438,alveolar,stop,no,alveolar
uB_happy2,1,1,tongue,phonemes,45,vC,u,b,2302491,2302828,2302391,alveolar,stop,no,alveolar
oT_angry1,1,4,tongue,phonemes,46,vC,o,t,2310516,2310847,2310416,alveolar,stop,no,alveolar
Pe_happy2,0,2,control_tongue,phonemes,47,Cv,p,e,2318537,2318680,2318437,bilabial,stop,no,bilabial
Di_happy2,1,3,tongue,phonemes,48,Cv,d,i,2326534,2326616,2326434,alveolar,stop,yes,alveolar
oP_happy2,1,2,tongue,phonemes,49,vC,o,p,2334527,2334850,2334427,alveolar,stop,no,alveolar
eB_angry2,0,1,control_tongue,phonemes,50,vC,e,b,2342546,2342816,2342446,alveolar,stop,no,alveolar
aT_angry1,1,4,tongue,phonemes,51,vC,a,t,2350545,2350853,2350445,alveolar,stop,no,alveolar
Pa_happy2,0,2,control_tongue,phonemes,52,Cv,p,a,2358536,2358696,2358436,bilabial,stop,no,bilabial
Tu_angry1,0,4,control_tongue,phonemes,53,Cv,t,u,2366531,2366643,2366431,alveolar,stop,no,alveolar
Bi_angry2,1,1,tongue,phonemes,54,Cv,b,i,2374521,2374576,2374421,bilabial,stop,yes,bilabial
oB_angry1,1,1,tongue,phonemes,55,vC,o,b,2382547,2382887,2382447,alveolar,stop,no,alveolar
Pi_happy1,1,2,tongue,phonemes,56,Cv,p,i,2390538,2390597,2390438,bilabial,stop,no,bilabial
aT_angry2,1,4,tongue,phonemes,57,vC,a,t,2398531,2398846,2398431,alveolar,stop,no,alveolar
Ba_angry1,1,1,tongue,phonemes,58,Cv,b,a,2406524,2406577,2406424,bilabial,stop,yes,bilabial
Pu_happy1,1,2,tongue,phonemes,59,Cv,p,u,2414482,2414561,2414382,bilabial,stop,no,bilabial
Tu_angry2,1,4,tongue,phonemes,60,Cv,t,u,2422541,2422654,2422441,alveolar,stop,no,alveolar
Ti_angry1,1,4,tongue,phonemes,61,Cv,t,i,2462502,2462676,2462402,alveolar,stop,no,alveolar
uD_happy1,0,3,control_tongue,phonemes,62,vC,u,d,2470488,2470836,2470388,alveolar,stop,no,alveolar
Ta_angry1,1,4,tongue,phonemes,63,Cv,t,a,2478521,2478629,2478421,alveolar,stop,no,alveolar
Te_happy1,1,4,tongue,phonemes,64,Cv,t,e,2486511,2486624,2486411,alveolar,stop,no,alveolar
Pi_happy2,1,2,tongue,phonemes,65,Cv,p,i,2494505,2494605,2494405,bilabial,stop,no,bilabial
oB_angry2,0,1,control_tongue,phonemes,66,vC,o,b,2502510,2502842,2502410,alveolar,stop,no,alveolar
Da_angry2,0,3,control_tongue,phonemes,67,Cv,d,a,2510514,2510570,2510414,alveolar,stop,yes,alveolar
Be_happy2,1,1,tongue,phonemes,68,Cv,b,e,2518548,2518693,2518448,bilabial,stop,yes,bilabial
iT_angry2,1,4,tongue,phonemes,69,vC,i,t,2526540,2526784,2526440,alveolar,stop,no,alveolar
iP_angry1,0,2,control_tongue,phonemes,70,vC,i,p,2534496,2534823,2534396,alveolar,stop,no,alveolar
iT_happy1,0,4,control_tongue,phonemes,71,vC,i,t,2542493,2542776,2542393,alveolar,stop,no,alveolar
aD_happy2,0,3,control_tongue,phonemes,72,vC,a,d,2550498,2550763,2550398,alveolar,stop,no,alveolar
To_happy2,0,4,control_tongue,phonemes,73,Cv,t,o,2558533,2558620,2558433,alveolar,stop,no,alveolar
Pe_angry2,1,2,tongue,phonemes,74,Cv,p,e,2566534,2566680,2566434,bilabial,stop,no,bilabial
eT_happy2,1,4,tongue,phonemes,75,vC,e,t,2574527,2574790,2574427,alveolar,stop,no,alveolar
Ti_angry2,1,4,tongue,phonemes,76,Cv,t,i,2582519,2582693,2582419,alveolar,stop,no,alveolar
Tu_happy2,1,4,tongue,phonemes,79,Cv,t,u,2606494,2606593,2606394,alveolar,stop,no,alveolar
De_angry2,1,3,tongue,phonemes,80,Cv,d,e,2622547,2622594,2622447,alveolar,stop,yes,alveolar
Po_happy2,1,2,tongue,phonemes,81,Cv,p,o,2630505,2630585,2630405,bilabial,stop,no,bilabial
eP_angry2,1,2,tongue,phonemes,82,vC,e,p,2638531,2638839,2638431,alveolar,stop,no,alveolar
eD_happy2,0,3,control_tongue,phonemes,83,vC,e,d,2646479,2646762,2646379,alveolar,stop,no,alveolar
uT_angry2,1,4,tongue,phonemes,84,vC,u,t,2654515,2654795,2654415,alveolar,stop,no,alveolar
iB_happy1,0,1,control_tongue,phonemes,85,vC,i,b,2662537,2662873,2662437,alveolar,stop,no,alveolar
eP_happy1,0,2,control_tongue,phonemes,86,vC,e,p,2670515,2670800,2670415,alveolar,stop,no,alveolar
Be_angry2,0,1,control_tongue,phonemes,87,Cv,b,e,2678508,2678562,2678408,bilabial,stop,yes,bilabial
iD_happy1,1,3,tongue,phonemes,88,vC,i,d,2686483,2686804,2686383,alveolar,stop,no,alveolar
uB_happy1,1,1,tongue,phonemes,89,vC,u,b,2694544,2694873,2694444,alveolar,stop,no,alveolar
Du_happy1,0,3,control_tongue,phonemes,90,Cv,d,u,2702521,2702605,2702421,alveolar,stop,yes,alveolar
Po_angry2,1,2,tongue,phonemes,91,Cv,p,o,2710528,2710613,2710428,bilabial,stop,no,bilabial
Ti_happy1,0,4,control_tongue,phonemes,92,Cv,t,i,2718499,2718594,2718399,alveolar,stop,no,alveolar
Bu_angry1,0,1,control_tongue,phonemes,93,Cv,b,u,2726522,2726591,2726422,bilabial,stop,yes,bilabial
De_happy1,1,3,tongue,phonemes,94,Cv,d,e,2734538,2734588,2734438,alveolar,stop,yes,alveolar
Pe_angry1,1,2,tongue,phonemes,95,Cv,p,e,2742530,2742679,2742430,bilabial,stop,no,bilabial
Du_angry1,1,3,tongue,phonemes,96,Cv,d,u,2750521,2750606,2750421,alveolar,stop,yes,alveolar
iP_happy1,1,2,tongue,phonemes,97,vC,i,p,2758513,2758822,2758413,alveolar,stop,no,alveolar
aD_angry2,0,3,control_tongue,phonemes,98,vC,a,d,2766543,2766866,2766443,alveolar,stop,no,alveolar
Bo_happy1,0,1,control_tongue,phonemes,99,Cv,b,o,2774483,2774537,2774383,bilabial,stop,yes,bilabial
oP_happy1,1,2,tongue,phonemes,100,vC,o,p,2782490,2782825,2782390,alveolar,stop,no,alveolar
Te_angry2,0,4,control_tongue,phonemes,101,Cv,t,e,2790497,2790609,2790397,alveolar,stop,no,alveolar
Bi_angry1,1,1,tongue,phonemes,102,Cv,b,i,2798509,2798571,2798409,bilabial,stop,yes,bilabial
aP_happy2,0,2,control_tongue,phonemes,103,vC,a,p,2806548,2806828,2806448,alveolar,stop,no,alveolar
uB_angry2,1,1,tongue,phonemes,104,vC,u,b,2814527,2814866,2814427,alveolar,stop,no,alveolar
iB_angry2,1,1,tongue,phonemes,105,vC,i,b,2822518,2822848,2822418,alveolar,stop,no,alveolar
oP_angry2,1,2,tongue,phonemes,106,vC,o,p,2830544,NaN,2830444,alveolar,stop,no,alveolar
uP_angry1,1,2,tongue,phonemes,107,vC,u,p,2838536,2838878,2838436,alveolar,stop,no,alveolar
eD_angry1,1,3,tongue,phonemes,108,vC,e,d,2846529,2846804,2846429,alveolar,stop,no,alveolar
aB_angry2,1,1,tongue,phonemes,109,vC,a,b,2854521,2854861,2854421,alveolar,stop,no,alveolar
Po_happy1,1,2,tongue,phonemes,110,Cv,p,o,2862547,2862642,2862447,bilabial,stop,no,bilabial
oD_happy1,1,3,tongue,phonemes,111,vC,o,d,2870538,2870854,2870438,alveolar,stop,no,alveolar
Di_angry1,0,3,control_tongue,phonemes,112,Cv,d,i,2878533,2878619,2878433,alveolar,stop,yes,alveolar
Te_angry1,0,4,control_tongue,phonemes,113,Cv,t,e,2886547,2886660,2886447,alveolar,stop,no,alveolar
uP_happy1,1,2,tongue,phonemes,114,vC,u,p,2894549,2894830,2894449,alveolar,stop,no,alveolar
To_angry1,1,4,tongue,phonemes,115,Cv,t,o,2902541,2902626,2902441,alveolar,stop,no,alveolar
oB_happy1,0,1,control_tongue,phonemes,116,vC,o,b,2910502,2910834,2910402,alveolar,stop,no,alveolar
iT_angry1,1,4,tongue,phonemes,117,vC,i,t,2918525,2918796,2918425,alveolar,stop,no,alveolar
eT_happy1,1,4,tongue,phonemes,118,vC,e,t,2926517,2926778,2926417,alveolar,stop,no,alveolar
uD_angry2,0,3,control_tongue,phonemes,119,vC,u,d,2933561,2933926,2933461,alveolar,stop,no,alveolar
uD_happy2,1,3,lip,phonemes,1,vC,u,d,3284369,3284713,3284269,alveolar,stop,no,alveolar
aD_angry1,1,3,lip,phonemes,2,vC,a,d,3292330,3292563,3292230,alveolar,stop,no,alveolar
Pu_angry2,1,2,lip,phonemes,3,Cv,p,u,3300320,3300435,3300220,bilabial,stop,no,bilabial
iT_angry2,0,4,control_lip,phonemes,4,vC,i,t,3308388,3308632,3308288,alveolar,stop,no,alveolar
Bo_angry2,1,1,lip,phonemes,5,Cv,b,o,3316373,3316427,3316273,bilabial,stop,yes,bilabial
iD_happy1,1,3,lip,phonemes,6,vC,i,d,3324365,3324686,3324265,alveolar,stop,no,alveolar
eB_angry1,1,1,lip,phonemes,7,vC,e,b,3332354,3332674,3332254,alveolar,stop,no,alveolar
aD_happy1,1,3,lip,phonemes,8,vC,a,d,3340348,3340605,3340248,alveolar,stop,no,alveolar
Pa_angry1,1,2,lip,phonemes,9,Cv,p,a,3348340,3348474,3348240,bilabial,stop,no,bilabial
eT_happy2,0,4,control_lip,phonemes,10,vC,e,t,3356371,3356634,3356271,alveolar,stop,no,alveolar
Da_happy1,1,3,lip,phonemes,11,Cv,d,a,3364326,3364402,3364226,alveolar,stop,yes,alveolar
Bi_happy1,1,1,lip,phonemes,12,Cv,b,i,3372351,3372405,3372251,bilabial,stop,yes,bilabial
Be_angry1,1,1,lip,phonemes,13,Cv,b,e,3380343,3380396,3380243,bilabial,stop,yes,bilabial
Pu_angry1,0,2,control_lip,phonemes,14,Cv,p,u,3388371,3388454,3388271,bilabial,stop,no,bilabial
uT_angry1,1,4,lip,phonemes,15,vC,u,t,3396361,3396680,3396261,alveolar,stop,no,alveolar
