Stimulus,TMS,Correct_key,TMStarget,Task,P1_TSidx,TMS_TSidx,TrialN,Phoneme1,Phoneme2,Phoneme3,P2_TSidx,P3_TSidx,Place,Manner,Voicing,Category
Z2,0,NaN,control_tongue,single-phoneme,373735,373446,21,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
S2,0,NaN,control_tongue,single-phoneme,377694,377444,22,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Eh3,0,NaN,control_tongue,single-phoneme,381589,381439,23,e,,,NaN,NaN,vowels,,,vowels
Oo3,0,NaN,control_tongue,single-phoneme,385619,385433,24,o,,,NaN,NaN,vowels,,,vowels
Ee3,0,NaN,control_tongue,single-phoneme,389655,389462,25,i,,,NaN,NaN,vowels,,,vowels
Ah3,0,NaN,control_tongue,single-phoneme,393636,393426,26,a,,,NaN,NaN,vowels,,,vowels
Uh3,0,NaN,control_tongue,single-phoneme,397594,397422,27,u,,,NaN,NaN,vowels,,,vowels
T3,0,NaN,control_tongue,single-phoneme,401584,401420,28,t,,,NaN,NaN,alveolar,stop,no,alveolar
P3,0,NaN,control_tongue,single-phoneme,405569,405414,29,p,,,NaN,NaN,bilabial,stop,no,bilabial
S3,0,NaN,control_tongue,single-phoneme,409693,409442,30,s,,,NaN,NaN,alveolar,fricative,no,alveolar
D3,0,NaN,control_tongue,single-phoneme,413628,413473,31,d,,,NaN,NaN,alveolar,stop,yes,alveolar
B3,0,NaN,control_tongue,single-phoneme,417609,417469,32,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Z3,0,NaN,control_tongue,single-phoneme,421726,421466,33,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
Uh4,0,NaN,control_tongue,single-phoneme,425685,425462,34,u,,,NaN,NaN,vowels,,,vowels
Oo4,0,NaN,control_tongue,single-phoneme,429619,429458,35,o,,,NaN,NaN,vowels,,,vowels
Ee4,0,NaN,control_tongue,single-phoneme,434309,433454,36,i,,,NaN,NaN,vowels,,,vowels
Ah4,0,NaN,control_tongue,single-phoneme,437672,437451,37,a,,,NaN,NaN,vowels,,,vowels
Eh4,0,NaN,control_tongue,single-phoneme,441602,441446,38,e,,,NaN,NaN,vowels,,,vowels
S3,0,NaN,control_tongue,single-phoneme,445725,445474,39,s,,,NaN,NaN,alveolar,fricative,no,alveolar
P3,0,NaN,control_tongue,single-phoneme,449626,449471,40,p,,,NaN,NaN,bilabial,stop,no,bilabial
T3,0,NaN,control_tongue,single-phoneme,453599,453435,41,t,,,NaN,NaN,alveolar,stop,no,alveolar
Z3,0,NaN,control_tongue,single-phoneme,457691,457431,42,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
B3,0,NaN,control_tongue,single-phoneme,461567,461427,43,b,,,NaN,NaN,bilabial,stop,yes,bilabial
D3,0,NaN,control_tongue,single-phoneme,465579,465424,44,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Oo5,0,NaN,control_tongue,single-phoneme,469572,469420,45,o,,,NaN,NaN,vowels,,,vowels
Ah5,0,NaN,control_tongue,single-phoneme,473629,473447,46,a,,,NaN,NaN,vowels,,,vowels
Uh5,0,NaN,control_tongue,single-phoneme,477599,477444,47,u,,,NaN,NaN,vowels,,,vowels
Eh5,0,NaN,control_tongue,single-phoneme,481657,481475,48,e,,,NaN,NaN,vowels,,,vowels
Ee5,0,NaN,control_tongue,single-phoneme,485624,485471,49,i,,,NaN,NaN,vowels,,,vowels
Z5,0,NaN,control_tongue,single-phoneme,489691,489468,50,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P5,0,NaN,control_tongue,single-phoneme,493641,493494,51,p,,,NaN,NaN,bilabial,stop,no,bilabial
D5,0,NaN,control_tongue,single-phoneme,497639,497461,52,d,,,NaN,NaN,alveolar,stop,yes,alveolar
S5,0,NaN,control_tongue,single-phoneme,501653,501454,53,s,,,NaN,NaN,alveolar,fricative,no,alveolar
T5,0,NaN,control_tongue,single-phoneme,505630,505451,54,t,,,NaN,NaN,alveolar,stop,no,alveolar
B5,0,NaN,control_tongue,single-phoneme,509594,509447,55,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Bo_happy1,1,7,tongue,phonemes,571855,571755,56,b,o,,571909,NaN,bilabial,stop,yes,bilabial
Tu_happy1,0,5,control_tongue,phonemes,577448,577348,57,t,u,,577544,NaN,alveolar,stop,no,alveolar
Do_happy1,1,4,tongue,phonemes,583077,582977,58,d,o,,583129,NaN,alveolar,stop,yes,alveolar
Pa_happy1,1,8,tongue,phonemes,588705,588605,59,p,a,,588843,NaN,bilabial,stop,no,bilabial
Pe_angry2,1,8,tongue,phonemes,594332,594232,60,p,e,,594478,NaN,bilabial,stop,no,bilabial
Be_happy1,1,7,tongue,phonemes,599962,599862,61,b,e,,600016,NaN,bilabial,stop,yes,bilabial
Da_happy2,0,4,control_tongue,phonemes,605588,605488,62,d,a,,605643,NaN,alveolar,stop,yes,alveolar
Po_angry2,1,8,tongue,phonemes,611215,611115,63,p,o,,611300,NaN,bilabial,stop,no,bilabial
Bi_angry1,0,7,control_tongue,phonemes,616842,616742,64,b,i,,616904,NaN,bilabial,stop,yes,bilabial
Ti_happy2,1,5,tongue,phonemes,622473,622373,65,t,i,,622565,NaN,alveolar,stop,no,alveolar
Di_happy1,0,4,control_tongue,phonemes,628101,628001,66,d,i,,628184,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,tongue,phonemes,633728,633628,67,b,i,,633782,NaN,bilabial,stop,yes,bilabial
Da_angry1,1,4,tongue,phonemes,639355,639255,68,d,a,,639409,NaN,alveolar,stop,yes,alveolar
Ta_angry2,1,5,tongue,phonemes,644984,644884,69,t,a,,645069,NaN,alveolar,stop,no,alveolar
De_angry1,1,4,tongue,phonemes,650611,650511,70,d,e,,650657,NaN,alveolar,stop,yes,alveolar
Bo_angry1,0,7,control_tongue,phonemes,656237,656137,71,b,o,,656291,NaN,bilabial,stop,yes,bilabial
Du_happy2,1,4,tongue,phonemes,661868,661768,72,d,u,,661948,NaN,alveolar,stop,yes,alveolar
Po_happy2,1,8,tongue,phonemes,667496,667396,73,p,o,,667576,NaN,bilabial,stop,no,bilabial
Bu_angry1,1,7,tongue,phonemes,673124,673024,74,b,u,,673193,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_tongue,phonemes,678750,678650,75,t,e,,678863,NaN,alveolar,stop,no,alveolar
Pu_angry2,1,8,tongue,phonemes,684380,684280,76,p,u,,684495,NaN,bilabial,stop,no,bilabial
Du_angry1,1,4,tongue,phonemes,690006,689906,77,d,u,,690091,NaN,alveolar,stop,yes,alveolar
Pe_angry1,1,8,tongue,phonemes,695634,695534,78,p,e,,695783,NaN,bilabial,stop,no,bilabial
Di_angry2,1,4,tongue,phonemes,701265,701165,79,d,i,,701354,NaN,alveolar,stop,yes,alveolar
Pi_happy1,1,8,tongue,phonemes,706891,706791,80,p,i,,706950,NaN,bilabial,stop,no,bilabial
Ta_angry1,0,5,control_tongue,phonemes,712483,712383,81,t,a,,712591,NaN,alveolar,stop,no,alveolar
Be_angry1,1,7,tongue,phonemes,718114,718014,82,b,e,,718167,NaN,bilabial,stop,yes,bilabial
Pi_happy2,1,8,tongue,phonemes,723741,723641,83,p,i,,723841,NaN,bilabial,stop,no,bilabial
Da_happy1,1,4,tongue,phonemes,729368,729268,84,d,a,,729444,NaN,alveolar,stop,yes,alveolar
Bu_angry2,1,7,tongue,phonemes,734998,734898,85,b,u,,735067,NaN,bilabial,stop,yes,bilabial
Bo_angry2,1,7,tongue,phonemes,740589,740489,86,b,o,,740643,NaN,bilabial,stop,yes,bilabial
De_angry2,0,4,control_tongue,phonemes,746218,746118,87,d,e,,746265,NaN,alveolar,stop,yes,alveolar
Tu_happy2,1,5,tongue,phonemes,751849,751749,88,t,u,,751948,NaN,alveolar,stop,no,alveolar
Pa_angry2,0,8,control_tongue,phonemes,757473,757373,89,p,a,,757562,NaN,bilabial,stop,no,bilabial
De_happy2,1,4,tongue,phonemes,763105,763005,90,d,e,,763156,NaN,alveolar,stop,yes,alveolar
Ti_happy1,1,5,tongue,phonemes,768731,768631,91,t,i,,768826,NaN,alveolar,stop,no,alveolar
Pa_angry1,1,8,tongue,phonemes,774359,774259,92,p,a,,774493,NaN,bilabial,stop,no,bilabial
Pe_happy2,0,8,control_tongue,phonemes,779986,779886,93,p,e,,780129,NaN,bilabial,stop,no,bilabial
Bi_happy1,1,7,tongue,phonemes,785615,785515,94,b,i,,785669,NaN,bilabial,stop,yes,bilabial
Tu_angry2,1,5,tongue,phonemes,791243,791143,95,t,u,,791356,NaN,alveolar,stop,no,alveolar
Bu_happy1,0,7,control_tongue,phonemes,796869,796769,96,b,u,,796936,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,tongue,phonemes,802499,802399,97,d,o,,802552,NaN,alveolar,stop,yes,alveolar
To_happy2,1,5,tongue,phonemes,808127,808027,98,t,o,,808214,NaN,alveolar,stop,no,alveolar
Po_happy1,0,8,control_tongue,phonemes,813753,813653,99,p,o,,813848,NaN,bilabial,stop,no,bilabial
Ti_angry1,0,5,control_tongue,phonemes,819380,819280,100,t,i,,819554,NaN,alveolar,stop,no,alveolar
Pu_angry1,0,8,control_tongue,phonemes,825008,824908,101,p,u,,825091,NaN,bilabial,stop,no,bilabial
Do_happy2,0,4,control_tongue,phonemes,830635,830535,102,d,o,,830687,NaN,alveolar,stop,yes,alveolar
Ta_happy2,1,5,tongue,phonemes,836266,836166,103,t,a,,836336,NaN,alveolar,stop,no,alveolar
Ba_angry1,0,7,control_tongue,phonemes,841890,841790,104,b,a,,841943,NaN,bilabial,stop,yes,bilabial
Pu_happy2,1,8,tongue,phonemes,847522,847422,105,p,u,,847604,NaN,bilabial,stop,no,bilabial
Di_angry1,1,4,tongue,phonemes,853148,853048,106,d,i,,853234,NaN,alveolar,stop,yes,alveolar
To_angry2,1,5,tongue,phonemes,858777,858677,107,t,o,,858875,NaN,alveolar,stop,no,alveolar
Pi_angry1,0,8,control_tongue,phonemes,864404,864304,108,p,i,,864569,NaN,bilabial,stop,no,bilabial
Ba_happy1,1,7,tongue,phonemes,870031,869931,109,b,a,,870113,NaN,bilabial,stop,yes,bilabial
To_angry1,0,5,control_tongue,phonemes,875659,875559,110,t,o,,875744,NaN,alveolar,stop,no,alveolar
Te_angry1,1,5,tongue,phonemes,881288,881188,111,t,e,,881401,NaN,alveolar,stop,no,alveolar
Be_happy2,0,7,control_tongue,phonemes,886882,886782,112,b,e,,887027,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,tongue,phonemes,892511,892411,113,t,e,,892623,NaN,alveolar,stop,no,alveolar
Ba_angry2,1,7,tongue,phonemes,898174,898074,114,b,a,,898227,NaN,bilabial,stop,yes,bilabial
Du_angry2,0,4,control_tongue,phonemes,903798,903698,115,d,u,,903884,NaN,alveolar,stop,yes,alveolar
Pe_happy1,1,8,tongue,phonemes,941397,941297,116,p,e,,941498,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,tongue,phonemes,947026,946926,117,t,a,,947163,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,tongue,phonemes,952654,952554,118,b,u,,952723,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_tongue,phonemes,958281,958181,119,t,o,,958368,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,tongue,phonemes,963909,963809,120,d,a,,963965,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_tongue,phonemes,969535,969435,121,p,u,,969617,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,tongue,phonemes,975164,975064,122,d,e,,975214,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,tongue,phonemes,980824,980724,123,b,u,,980891,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,tongue,phonemes,986453,986353,124,d,o,,986506,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,tongue,phonemes,992080,991980,125,p,i,,992245,NaN,bilabial,stop,no,bilabial
Bo_angry2,0,7,control_tongue,phonemes,997709,997609,126,b,o,,997763,NaN,bilabial,stop,yes,bilabial
Ta_happy2,1,5,tongue,phonemes,1003337,1003237,127,t,a,,1003407,NaN,alveolar,stop,no,alveolar
De_happy2,1,4,tongue,phonemes,1008965,1008865,128,d,e,,1009016,NaN,alveolar,stop,yes,alveolar
Pe_angry1,0,8,control_tongue,phonemes,1014592,1014492,129,p,e,,1014741,NaN,bilabial,stop,no,bilabial
Pu_angry1,1,8,tongue,phonemes,1020220,1020120,130,p,u,,1020303,NaN,bilabial,stop,no,bilabial
Da_angry1,0,4,control_tongue,phonemes,1025847,1025747,131,d,a,,1025901,NaN,alveolar,stop,yes,alveolar
Bi_happy2,1,7,tongue,phonemes,1031477,1031377,132,b,i,,1031531,NaN,bilabial,stop,yes,bilabial
Do_happy1,1,4,tongue,phonemes,1037105,1037005,133,d,o,,1037157,NaN,alveolar,stop,yes,alveolar
Pi_happy1,0,8,control_tongue,phonemes,1042731,1042631,134,p,i,,1042790,NaN,bilabial,stop,no,bilabial
Do_angry2,0,4,control_tongue,phonemes,1048359,1048259,135,d,o,,1048412,NaN,alveolar,stop,yes,alveolar
Ti_happy2,1,5,tongue,phonemes,1053989,1053889,136,t,i,,1054081,NaN,alveolar,stop,no,alveolar
Bo_happy1,1,7,tongue,phonemes,1059616,1059516,137,b,o,,1059670,NaN,bilabial,stop,yes,bilabial
Te_angry2,1,5,tongue,phonemes,1065244,1065144,138,t,e,,1065356,NaN,alveolar,stop,no,alveolar
Pa_happy1,0,8,control_tongue,phonemes,1070870,1070770,139,p,a,,1071008,NaN,bilabial,stop,no,bilabial
Da_happy2,1,4,tongue,phonemes,1076498,1076398,140,d,a,,1076553,NaN,alveolar,stop,yes,alveolar
Bu_angry2,0,7,control_tongue,phonemes,1082127,1082027,141,b,u,,1082196,NaN,bilabial,stop,yes,bilabial
Po_angry2,1,8,tongue,phonemes,1087756,1087656,142,p,o,,1087841,NaN,bilabial,stop,no,bilabial
Ta_angry2,0,5,control_tongue,phonemes,1093381,1093281,143,t,a,,1093466,NaN,alveolar,stop,no,alveolar
Du_angry2,1,4,tongue,phonemes,1099011,1098911,144,d,u,,1099097,NaN,alveolar,stop,yes,alveolar
Bi_angry1,1,7,tongue,phonemes,1104638,1104538,145,b,i,,1104700,NaN,bilabial,stop,yes,bilabial
Di_happy2,1,4,tongue,phonemes,1110267,1110167,146,d,i,,1110349,NaN,alveolar,stop,yes,alveolar
Be_angry2,1,7,tongue,phonemes,1115896,1115796,147,b,e,,1115950,NaN,bilabial,stop,yes,bilabial
Di_happy1,1,4,tongue,phonemes,1121524,1121424,148,d,i,,1121607,NaN,alveolar,stop,yes,alveolar
Pu_happy1,1,8,tongue,phonemes,1127151,1127051,149,p,u,,1127230,NaN,bilabial,stop,no,bilabial
Bi_angry2,0,7,control_tongue,phonemes,1132776,1132676,150,b,i,,1132831,NaN,bilabial,stop,yes,bilabial
Po_angry1,1,8,tongue,phonemes,1138406,1138306,151,p,o,,1138485,NaN,bilabial,stop,no,bilabial
Bo_happy2,1,7,tongue,phonemes,1144033,1143933,152,b,o,,1144087,NaN,bilabial,stop,yes,bilabial
Tu_happy1,1,5,tongue,phonemes,1149662,1149562,153,t,u,,1149758,NaN,alveolar,stop,no,alveolar
Po_happy2,0,8,control_tongue,phonemes,1155288,1155188,154,p,o,,1155368,NaN,bilabial,stop,no,bilabial
Du_happy2,0,4,control_tongue,phonemes,1160917,1160817,155,d,u,,1160997,NaN,alveolar,stop,yes,alveolar
To_happy1,1,5,tongue,phonemes,1166546,1166446,156,t,o,,1166628,NaN,alveolar,stop,no,alveolar
Ba_happy1,1,7,tongue,phonemes,1172173,1172073,157,b,a,,1172255,NaN,bilabial,stop,yes,bilabial
De_angry1,0,4,control_tongue,phonemes,1177800,1177700,158,d,e,,1177846,NaN,alveolar,stop,yes,alveolar
Tu_angry1,1,5,tongue,phonemes,1183464,1183364,159,t,u,,1183576,NaN,alveolar,stop,no,alveolar
Pa_happy2,1,8,tongue,phonemes,1189094,1188994,160,p,a,,1189254,NaN,bilabial,stop,no,bilabial
Be_angry1,0,7,control_tongue,phonemes,1194716,1194616,161,b,e,,1194769,NaN,bilabial,stop,yes,bilabial
Te_happy2,1,5,tongue,phonemes,1200347,1200247,162,t,e,,1200461,NaN,alveolar,stop,no,alveolar
Ba_angry1,1,7,tongue,phonemes,1205973,1205873,163,b,a,,1206026,NaN,bilabial,stop,yes,bilabial
Tu_angry2,0,5,control_tongue,phonemes,1211602,1211502,164,t,u,,1211715,NaN,alveolar,stop,no,alveolar
Pe_happy2,1,8,tongue,phonemes,1217232,1217132,165,p,e,,1217375,NaN,bilabial,stop,no,bilabial
Ti_happy1,1,5,tongue,phonemes,1222858,1222758,166,t,i,,1222953,NaN,alveolar,stop,no,alveolar
To_angry2,1,5,tongue,phonemes,1228485,1228385,167,t,o,,1228583,NaN,alveolar,stop,no,alveolar
Di_angry2,0,4,control_tongue,phonemes,1234112,1234012,168,d,i,,1234201,NaN,alveolar,stop,yes,alveolar
Pi_angry2,1,8,tongue,phonemes,1239742,1239642,169,p,i,,1239858,NaN,bilabial,stop,no,bilabial
Ti_angry2,0,5,control_tongue,phonemes,1245369,1245269,170,t,i,,1245543,NaN,alveolar,stop,no,alveolar
Du_happy1,1,4,tongue,phonemes,1250997,1250897,171,d,u,,1251081,NaN,alveolar,stop,yes,alveolar
Pa_angry2,1,8,tongue,phonemes,1256626,1256526,172,p,a,,1256715,NaN,bilabial,stop,no,bilabial
Ba_happy2,0,7,control_tongue,phonemes,1262252,1262152,173,b,a,,1262367,NaN,bilabial,stop,yes,bilabial
Te_happy1,0,5,control_tongue,phonemes,1267879,1267779,174,t,e,,1267992,NaN,alveolar,stop,no,alveolar
Be_happy2,1,7,tongue,phonemes,1273511,1273411,175,b,e,,1273656,NaN,bilabial,stop,yes,bilabial
Ah1,0,NaN,control_lip,single-phoneme,1418679,1418433,176,a,,,NaN,NaN,vowels,,,vowels
Ee1,0,NaN,control_lip,single-phoneme,1422527,1422301,177,i,,,NaN,NaN,vowels,,,vowels
Eh1,0,NaN,control_lip,single-phoneme,1426461,1426294,178,e,,,NaN,NaN,vowels,,,vowels
Uh1,0,NaN,control_lip,single-phoneme,1430489,1430289,179,u,,,NaN,NaN,vowels,,,vowels
Oo1,0,NaN,control_lip,single-phoneme,1434507,1434319,180,o,,,NaN,NaN,vowels,,,vowels
S1,0,NaN,control_lip,single-phoneme,1438542,1438283,181,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Z1,0,NaN,control_lip,single-phoneme,1442454,1442278,182,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P1,0,NaN,control_lip,single-phoneme,1446422,1446276,183,p,,,NaN,NaN,bilabial,stop,no,bilabial
B1,0,NaN,control_lip,single-phoneme,1450422,1450272,184,b,,,NaN,NaN,bilabial,stop,yes,bilabial
T1,0,NaN,control_lip,single-phoneme,1454757,1454268,185,t,,,NaN,NaN,alveolar,stop,no,alveolar
D1,0,NaN,control_lip,single-phoneme,1458411,1458264,186,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Ee2,0,NaN,control_lip,single-phoneme,1462452,1462259,187,i,,,NaN,NaN,vowels,,,vowels
Uh2,0,NaN,control_lip,single-phoneme,1466438,1466256,188,u,,,NaN,NaN,vowels,,,vowels
Eh2,0,NaN,control_lip,single-phoneme,1470399,1470251,189,e,,,NaN,NaN,vowels,,,vowels
Oo2,0,NaN,control_lip,single-phoneme,1474461,1474280,190,o,,,NaN,NaN,vowels,,,vowels
Ah2,0,NaN,control_lip,single-phoneme,1478478,1478244,191,a,,,NaN,NaN,vowels,,,vowels
D2,0,NaN,control_lip,single-phoneme,1482405,1482241,192,d,,,NaN,NaN,alveolar,stop,yes,alveolar
T2,0,NaN,control_lip,single-phoneme,1486424,1486236,193,t,,,NaN,NaN,alveolar,stop,no,alveolar
B2,0,NaN,control_lip,single-phoneme,1490376,1490231,194,b,,,NaN,NaN,bilabial,stop,yes,bilabial
P2,0,NaN,control_lip,single-phoneme,1494379,1494226,195,p,,,NaN,NaN,bilabial,stop,no,bilabial
Z2,0,NaN,control_lip,single-phoneme,1498514,1498225,196,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
S2,0,NaN,control_lip,single-phoneme,1502501,1502251,197,s,,,NaN,NaN,alveolar,fricative,no,alveolar
Eh3,0,NaN,control_lip,single-phoneme,1506467,1506317,198,e,,,NaN,NaN,vowels,,,vowels
Oo3,0,NaN,control_lip,single-phoneme,1510498,1510312,199,o,,,NaN,NaN,vowels,,,vowels
Ee3,0,NaN,control_lip,single-phoneme,1514502,1514309,200,i,,,NaN,NaN,vowels,,,vowels
Ah3,0,NaN,control_lip,single-phoneme,1518515,1518305,201,a,,,NaN,NaN,vowels,,,vowels
Uh3,0,NaN,control_lip,single-phoneme,1522474,1522302,202,u,,,NaN,NaN,vowels,,,vowels
T3,0,NaN,control_lip,single-phoneme,1526463,1526299,203,t,,,NaN,NaN,alveolar,stop,no,alveolar
P3,0,NaN,control_lip,single-phoneme,1530448,1530293,204,p,,,NaN,NaN,bilabial,stop,no,bilabial
S3,0,NaN,control_lip,single-phoneme,1534539,1534288,205,s,,,NaN,NaN,alveolar,fricative,no,alveolar
D3,0,NaN,control_lip,single-phoneme,1538442,1538287,206,d,,,NaN,NaN,alveolar,stop,yes,alveolar
B3,0,NaN,control_lip,single-phoneme,1542422,1542282,207,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Z3,0,NaN,control_lip,single-phoneme,1546537,1546277,208,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
Uh4,0,NaN,control_lip,single-phoneme,1550496,1550273,209,u,,,NaN,NaN,vowels,,,vowels
Oo4,0,NaN,control_lip,single-phoneme,1554464,1554303,210,o,,,NaN,NaN,vowels,,,vowels
Ee4,0,NaN,control_lip,single-phoneme,1559155,1558300,211,i,,,NaN,NaN,vowels,,,vowels
Ah4,0,NaN,control_lip,single-phoneme,1562516,1562295,212,a,,,NaN,NaN,vowels,,,vowels
Eh4,0,NaN,control_lip,single-phoneme,1566479,1566323,213,e,,,NaN,NaN,vowels,,,vowels
S3,0,NaN,control_lip,single-phoneme,1570539,1570288,214,s,,,NaN,NaN,alveolar,fricative,no,alveolar
P3,0,NaN,control_lip,single-phoneme,1574469,1574314,215,p,,,NaN,NaN,bilabial,stop,no,bilabial
T3,0,NaN,control_lip,single-phoneme,1578449,1578285,216,t,,,NaN,NaN,alveolar,stop,no,alveolar
Z3,0,NaN,control_lip,single-phoneme,1582537,1582277,217,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
B3,0,NaN,control_lip,single-phoneme,1586411,1586271,218,b,,,NaN,NaN,bilabial,stop,yes,bilabial
D3,0,NaN,control_lip,single-phoneme,1590422,1590267,219,d,,,NaN,NaN,alveolar,stop,yes,alveolar
Oo5,0,NaN,control_lip,single-phoneme,1594417,1594265,220,o,,,NaN,NaN,vowels,,,vowels
Ah5,0,NaN,control_lip,single-phoneme,1598443,1598261,221,a,,,NaN,NaN,vowels,,,vowels
Uh5,0,NaN,control_lip,single-phoneme,1602412,1602257,222,u,,,NaN,NaN,vowels,,,vowels
Eh5,0,NaN,control_lip,single-phoneme,1606436,1606254,223,e,,,NaN,NaN,vowels,,,vowels
Ee5,0,NaN,control_lip,single-phoneme,1610402,1610249,224,i,,,NaN,NaN,vowels,,,vowels
Z5,0,NaN,control_lip,single-phoneme,1614500,1614277,225,z,,,NaN,NaN,alveolar,fricative,yes,alveolar
P5,0,NaN,control_lip,single-phoneme,1618355,1618208,226,p,,,NaN,NaN,bilabial,stop,no,bilabial
D5,0,NaN,control_lip,single-phoneme,1622383,1622205,227,d,,,NaN,NaN,alveolar,stop,yes,alveolar
S5,0,NaN,control_lip,single-phoneme,1626398,1626199,228,s,,,NaN,NaN,alveolar,fricative,no,alveolar
T5,0,NaN,control_lip,single-phoneme,1630408,1630229,229,t,,,NaN,NaN,alveolar,stop,no,alveolar
B5,0,NaN,control_lip,single-phoneme,1634405,1634258,230,b,,,NaN,NaN,bilabial,stop,yes,bilabial
Pe_happy1,1,8,lip,phonemes,1686574,1686474,231,p,e,,1686675,NaN,bilabial,stop,no,bilabial
Ta_happy1,1,5,lip,phonemes,1692236,1692136,232,t,a,,1692373,NaN,alveolar,stop,no,alveolar
Bu_angry1,1,7,lip,phonemes,1697830,1697730,233,b,u,,1697899,NaN,bilabial,stop,yes,bilabial
To_happy2,0,5,control_lip,phonemes,1703457,1703357,234,t,o,,1703544,NaN,alveolar,stop,no,alveolar
Da_angry2,1,4,lip,phonemes,1709086,1708986,235,d,a,,1709142,NaN,alveolar,stop,yes,alveolar
Pu_happy2,0,8,control_lip,phonemes,1714714,1714614,236,p,u,,1714796,NaN,bilabial,stop,no,bilabial
De_happy1,1,4,lip,phonemes,1720345,1720245,237,d,e,,1720395,NaN,alveolar,stop,yes,alveolar
Bu_happy1,1,7,lip,phonemes,1725971,1725871,238,b,u,,1726038,NaN,bilabial,stop,yes,bilabial
Do_angry1,1,4,lip,phonemes,1731599,1731499,239,d,o,,1731652,NaN,alveolar,stop,yes,alveolar
Pi_angry1,1,8,lip,phonemes,1737226,1737126,240,p,i,,1737391,NaN,bilabial,stop,no,bilabial
