Stimulus,TMS,Correct_Key,TMStarget,Task,TrialN,Order,Phoneme1,Phoneme2,P1_TSidx,P2_TSidx,TMS_TSidx,Place,Manner,Voicing,Category
Po_angry2,0,2,control_lip,phonemes,36,Cv,p,o,1141495,1141580,1141395,bilabial,stop,no,bilabial
Da_happy2,1,3,lip,phonemes,37,Cv,d,a,1149472,1149527,1149372,alveolar,stop,yes,alveolar
Be_happy1,1,1,lip,phonemes,38,Cv,b,e,1157510,1157564,1157410,bilabial,stop,yes,bilabial
iB_happy2,1,1,lip,phonemes,39,vC,i,b,1165573,1165897,1165473,alveolar,stop,no,alveolar
Pi_happy2,0,2,control_lip,phonemes,40,Cv,p,i,1173507,1173607,1173407,bilabial,stop,no,bilabial
Bi_happy2,1,1,lip,phonemes,41,Cv,b,i,1181500,1181554,1181400,bilabial,stop,yes,bilabial
iP_angry2,1,2,lip,phonemes,42,vC,i,p,1189533,1189854,1189433,alveolar,stop,no,alveolar
oD_angry2,0,3,control_lip,phonemes,44,vC,o,d,1205468,1205879,1205368,alveolar,stop,no,alveolar
Da_angry1,1,3,lip,phonemes,45,Cv,d,a,1213532,1213586,1213432,alveolar,stop,yes,alveolar
Pa_happy1,1,2,lip,phonemes,47,Cv,p,a,1229494,1229632,1229394,bilabial,stop,no,bilabial
uD_angry2,1,3,lip,phonemes,49,vC,u,d,1245527,1245892,1245427,alveolar,stop,no,alveolar
Ta_angry1,0,4,control_lip,phonemes,50,Cv,t,a,1253525,1253633,1253425,alveolar,stop,no,alveolar
eB_happy1,1,1,lip,phonemes,51,vC,e,b,1261523,1261768,1261423,alveolar,stop,no,alveolar
oP_angry2,0,2,control_lip,phonemes,52,vC,o,p,1269555,NaN,1269455,alveolar,stop,no,alveolar
Te_happy1,0,4,control_lip,phonemes,53,Cv,t,e,1277454,1277567,1277354,alveolar,stop,no,alveolar
Bo_angry1,0,1,control_lip,phonemes,55,Cv,b,o,1293480,1293534,1293380,bilabial,stop,yes,bilabial
Ti_angry1,0,4,control_lip,phonemes,56,Cv,t,i,1301477,1301651,1301377,alveolar,stop,no,alveolar
Po_happy1,0,2,control_lip,phonemes,58,Cv,p,o,1317475,1317570,1317375,bilabial,stop,no,bilabial
iP_angry1,1,2,lip,phonemes,60,vC,i,p,1333512,1333839,1333412,alveolar,stop,no,alveolar
Ti_happy2,1,4,lip,phonemes,62,Cv,t,i,1381542,1381634,1381442,alveolar,stop,no,alveolar
De_angry1,0,3,control_lip,phonemes,63,Cv,d,e,1389506,1389552,1389406,alveolar,stop,yes,alveolar
uB_angry1,1,1,lip,phonemes,64,vC,u,b,1397502,1397839,1397402,alveolar,stop,no,alveolar
Bu_happy1,0,1,control_lip,phonemes,66,Cv,b,u,1413535,1413602,1413435,bilabial,stop,yes,bilabial
Pe_happy1,1,2,lip,phonemes,67,Cv,p,e,1421499,1421600,1421399,bilabial,stop,no,bilabial
iD_angry1,1,3,lip,phonemes,69,vC,i,d,1437531,1437851,1437431,alveolar,stop,no,alveolar
oP_angry1,1,2,lip,phonemes,70,vC,o,p,1445529,1445847,1445429,alveolar,stop,no,alveolar
Bo_happy2,1,1,lip,phonemes,72,Cv,b,o,1461562,1461616,1461462,bilabial,stop,yes,bilabial
De_happy1,0,3,control_lip,phonemes,73,Cv,d,e,1469431,1469481,1469331,alveolar,stop,yes,alveolar
To_happy1,1,4,lip,phonemes,74,Cv,t,o,1477524,1477606,1477424,alveolar,stop,no,alveolar
aP_happy1,1,2,lip,phonemes,75,vC,a,p,1485490,1485795,1485390,alveolar,stop,no,alveolar
Ta_angry2,0,4,control_lip,phonemes,76,Cv,t,a,1493455,1493540,1493355,alveolar,stop,no,alveolar
eD_angry2,0,3,control_lip,phonemes,77,vC,e,d,1501456,1501765,1501356,alveolar,stop,no,alveolar
iB_angry2,0,1,control_lip,phonemes,78,vC,i,b,1509486,1509816,1509386,alveolar,stop,no,alveolar
Po_angry1,1,2,lip,phonemes,79,Cv,p,o,1517518,1517597,1517418,bilabial,stop,no,bilabial
Bu_angry2,0,1,control_lip,phonemes,80,Cv,b,u,1525519,1525588,1525419,bilabial,stop,yes,bilabial
iP_happy1,0,2,control_lip,phonemes,81,vC,i,p,1533519,1533828,1533419,alveolar,stop,no,alveolar
oT_happy1,1,4,lip,phonemes,83,vC,o,t,1549553,1549880,1549453,alveolar,stop,no,alveolar
Pi_angry2,1,2,lip,phonemes,84,Cv,p,i,1557513,1557629,1557413,bilabial,stop,no,bilabial
oB_happy2,1,1,lip,phonemes,85,vC,o,b,1565478,1565808,1565378,alveolar,stop,no,alveolar
Ba_happy2,0,1,control_lip,phonemes,87,Cv,b,a,1581510,1581625,1581410,bilabial,stop,yes,bilabial
Da_angry2,1,3,lip,phonemes,88,Cv,d,a,1589542,1589598,1589442,alveolar,stop,yes,alveolar
eT_angry1,1,4,lip,phonemes,90,vC,e,t,1605539,1605809,1605439,alveolar,stop,no,alveolar
Pa_angry2,1,2,lip,phonemes,91,Cv,p,a,1613471,1613560,1613371,bilabial,stop,no,bilabial
uB_happy2,0,1,control_lip,phonemes,94,vC,u,b,1637538,1637875,1637438,alveolar,stop,no,alveolar
Du_happy2,1,3,lip,phonemes,95,Cv,d,u,1645501,1645581,1645401,alveolar,stop,yes,alveolar
iP_happy2,0,2,control_lip,phonemes,96,vC,i,p,1653532,1653849,1653432,alveolar,stop,no,alveolar
oT_angry2,1,4,lip,phonemes,97,vC,o,t,1661565,1661874,1661465,alveolar,stop,no,alveolar
To_angry2,1,4,lip,phonemes,99,Cv,t,o,1677532,1677630,1677432,alveolar,stop,no,alveolar
Du_happy1,1,3,lip,phonemes,100,Cv,d,u,1685561,1685645,1685461,alveolar,stop,yes,alveolar
Pi_angry1,1,2,lip,phonemes,101,Cv,p,i,1693493,1693658,1693393,bilabial,stop,no,bilabial
To_happy2,1,4,lip,phonemes,102,Cv,t,o,1701526,1701613,1701426,alveolar,stop,no,alveolar
Du_angry2,1,3,lip,phonemes,103,Cv,d,u,1709557,1709643,1709457,alveolar,stop,yes,alveolar
iB_happy1,1,1,lip,phonemes,104,vC,i,b,1717523,1717859,1717423,alveolar,stop,no,alveolar
Be_angry2,1,1,lip,phonemes,105,Cv,b,e,1725555,1725609,1725455,bilabial,stop,yes,bilabial
Pe_happy2,1,2,lip,phonemes,106,Cv,p,e,1733520,1733663,1733420,bilabial,stop,no,bilabial
Do_angry2,0,3,control_lip,phonemes,107,Cv,d,o,1741553,1741606,1741453,alveolar,stop,yes,alveolar
Tu_happy1,1,4,lip,phonemes,109,Cv,t,u,1757555,1757651,1757455,alveolar,stop,no,alveolar
iT_happy1,1,4,lip,phonemes,110,vC,i,t,1765482,1765765,1765382,alveolar,stop,no,alveolar
eP_angry1,0,2,control_lip,phonemes,111,vC,e,p,1773542,1773831,1773442,alveolar,stop,no,alveolar
oB_angry2,1,1,lip,phonemes,112,vC,o,b,1781481,1781813,1781381,alveolar,stop,no,alveolar
Te_angry2,1,4,lip,phonemes,113,Cv,t,e,1789512,1789624,1789412,alveolar,stop,no,alveolar
uD_happy1,1,3,lip,phonemes,114,vC,u,d,1797548,1797896,1797448,alveolar,stop,no,alveolar
eP_happy1,1,2,lip,phonemes,116,vC,e,p,1813476,1813761,1813376,alveolar,stop,no,alveolar
Pa_happy2,1,2,lip,phonemes,117,Cv,p,a,1821508,1821668,1821408,bilabial,stop,no,bilabial
aB_happy2,0,1,control_lip,phonemes,118,vC,a,b,1829505,1829840,1829405,alveolar,stop,no,alveolar
aT_happy2,0,4,control_lip,phonemes,119,vC,a,t,1837537,1837778,1837437,alveolar,stop,no,alveolar
Tu_angry1,1,4,lip,phonemes,120,Cv,t,u,1845539,1845651,1845439,alveolar,stop,no,alveolar
aB_happy2,1,1,lip,phonemes,1,vC,a,b,2063941,2064276,2063841,alveolar,stop,no,alveolar
uP_happy2,0,2,control_lip,phonemes,3,vC,u,p,2079766,2080096,2079666,alveolar,stop,no,alveolar
Do_angry2,1,3,lip,phonemes,4,Cv,d,o,2087802,2087855,2087702,alveolar,stop,yes,alveolar
eP_angry1,1,2,lip,phonemes,5,vC,e,p,2095801,2096090,2095701,alveolar,stop,no,alveolar
uT_happy1,0,4,control_lip,phonemes,6,vC,u,t,2103803,2104120,2103703,alveolar,stop,no,alveolar
Te_happy2,1,4,lip,phonemes,7,Cv,t,e,2111831,2111945,2111731,alveolar,stop,no,alveolar
aP_angry1,0,2,control_lip,phonemes,8,vC,a,p,2119763,2120097,2119663,alveolar,stop,no,alveolar
Ta_angry2,1,4,lip,phonemes,9,Cv,t,a,2127761,2127846,2127661,alveolar,stop,no,alveolar
Pu_happy2,0,2,control_lip,phonemes,10,Cv,p,u,2135758,2135840,2135658,bilabial,stop,no,bilabial
Tu_happy1,0,4,control_lip,phonemes,11,Cv,t,u,2143860,2143956,2143760,alveolar,stop,no,alveolar
iD_happy2,1,3,lip,phonemes,12,vC,i,d,2151826,2152165,2151726,alveolar,stop,no,alveolar
Ba_happy2,1,1,lip,phonemes,14,Cv,b,a,2167790,2167905,2167690,bilabial,stop,yes,bilabial
Pa_happy1,0,2,control_lip,phonemes,17,Cv,p,a,2191785,2191923,2191685,bilabial,stop,no,bilabial
Do_happy2,1,3,lip,phonemes,18,Cv,d,o,2199819,2199871,2199719,alveolar,stop,yes,alveolar
Bu_happy2,1,1,lip,phonemes,19,Cv,b,u,2207819,2207887,2207719,bilabial,stop,yes,bilabial
aT_happy1,1,4,lip,phonemes,21,vC,a,t,2223849,2224131,2223749,alveolar,stop,no,alveolar
Po_angry1,0,2,control_lip,phonemes,22,Cv,p,o,2231846,2231925,2231746,bilabial,stop,no,bilabial
uD_angry1,1,3,lip,phonemes,23,vC,u,d,2239849,2240239,2239749,alveolar,stop,no,alveolar
Di_happy1,1,3,lip,phonemes,24,Cv,d,i,2247844,2247927,2247744,alveolar,stop,yes,alveolar
iB_angry1,1,1,lip,phonemes,25,vC,i,b,2255777,2256113,2255677,alveolar,stop,no,alveolar
Ta_happy1,1,4,lip,phonemes,26,Cv,t,a,2263775,2263912,2263675,alveolar,stop,no,alveolar
Ba_happy1,1,1,lip,phonemes,27,Cv,b,a,2271774,2271856,2271674,bilabial,stop,yes,bilabial
eT_angry1,0,4,control_lip,phonemes,28,vC,e,t,2279773,2280043,2279673,alveolar,stop,no,alveolar
Do_happy1,1,3,lip,phonemes,29,Cv,d,o,2287772,2287824,2287672,alveolar,stop,yes,alveolar
oD_happy2,1,3,lip,phonemes,30,vC,o,d,2295771,2296109,2295671,alveolar,stop,no,alveolar
Ba_angry2,1,1,lip,phonemes,31,Cv,b,a,2303772,2303825,2303672,bilabial,stop,yes,bilabial
To_angry2,0,4,control_lip,phonemes,32,Cv,t,o,2311771,2311869,2311671,alveolar,stop,no,alveolar
eD_happy1,1,3,lip,phonemes,33,vC,e,d,2319767,2320036,2319667,alveolar,stop,no,alveolar
iP_happy2,1,2,lip,phonemes,34,vC,i,p,2327766,2328083,2327666,alveolar,stop,no,alveolar
Di_angry2,0,3,control_lip,phonemes,35,Cv,d,i,2335764,2335853,2335664,alveolar,stop,yes,alveolar
Bu_angry2,1,1,lip,phonemes,36,Cv,b,u,2343797,2343866,2343697,bilabial,stop,yes,bilabial
Pu_angry1,1,2,lip,phonemes,37,Cv,p,u,2351796,2351879,2351696,bilabial,stop,no,bilabial
Bu_happy1,1,1,lip,phonemes,38,Cv,b,u,2359794,2359861,2359694,bilabial,stop,yes,bilabial
De_angry1,1,3,lip,phonemes,39,Cv,d,e,2367794,2367840,2367694,alveolar,stop,yes,alveolar
oB_happy2,0,1,control_lip,phonemes,40,vC,o,b,2375830,2376160,2375730,alveolar,stop,no,alveolar
oD_angry2,1,3,lip,phonemes,41,vC,o,d,2383826,2384237,2383726,alveolar,stop,no,alveolar
Pi_angry2,0,2,control_lip,phonemes,42,Cv,p,i,2391825,2391941,2391725,bilabial,stop,no,bilabial
Bo_angry1,1,1,lip,phonemes,43,Cv,b,o,2399856,2399910,2399756,bilabial,stop,yes,bilabial
oT_happy1,0,4,control_lip,phonemes,44,vC,o,t,2407824,2408151,2407724,alveolar,stop,no,alveolar
uB_happy2,1,1,lip,phonemes,45,vC,u,b,2415822,2416159,2415722,alveolar,stop,no,alveolar
oT_angry1,1,4,lip,phonemes,46,vC,o,t,2423786,2424117,2423686,alveolar,stop,no,alveolar
Pe_happy2,0,2,control_lip,phonemes,47,Cv,p,e,2431786,2431929,2431686,bilabial,stop,no,bilabial
Di_happy2,1,3,lip,phonemes,48,Cv,d,i,2439855,2439937,2439755,alveolar,stop,yes,alveolar
oP_happy2,1,2,lip,phonemes,49,vC,o,p,2447819,2448142,2447719,alveolar,stop,no,alveolar
eB_angry2,0,1,control_lip,phonemes,50,vC,e,b,2455783,2456053,2455683,alveolar,stop,no,alveolar
aT_angry1,1,4,lip,phonemes,51,vC,a,t,2463815,2464123,2463715,alveolar,stop,no,alveolar
Pa_happy2,0,2,control_lip,phonemes,52,Cv,p,a,2471815,2471975,2471715,bilabial,stop,no,bilabial
Tu_angry1,0,4,control_lip,phonemes,53,Cv,t,u,2479816,2479928,2479716,alveolar,stop,no,alveolar
Bi_angry2,1,1,lip,phonemes,54,Cv,b,i,2487844,2487899,2487744,bilabial,stop,yes,bilabial
Pi_happy1,1,2,lip,phonemes,56,Cv,p,i,2503773,2503832,2503673,bilabial,stop,no,bilabial
aT_angry2,1,4,lip,phonemes,57,vC,a,t,2511774,2512089,2511674,alveolar,stop,no,alveolar
Ba_angry1,1,1,lip,phonemes,58,Cv,b,a,2519839,2519892,2519739,bilabial,stop,yes,bilabial
Pu_happy1,1,2,lip,phonemes,59,Cv,p,u,2527771,2527850,2527671,bilabial,stop,no,bilabial
Tu_angry2,1,4,lip,phonemes,60,Cv,t,u,2535769,2535882,2535669,alveolar,stop,no,alveolar
Ti_angry1,1,4,lip,phonemes,61,Cv,t,i,2575864,2576038,2575764,alveolar,stop,no,alveolar
Ta_angry1,1,4,lip,phonemes,63,Cv,t,a,2591794,2591902,2591694,alveolar,stop,no,alveolar
Te_happy1,1,4,lip,phonemes,64,Cv,t,e,2599795,2599908,2599695,alveolar,stop,no,alveolar
Pi_happy2,1,2,lip,phonemes,65,Cv,p,i,2607792,2607892,2607692,bilabial,stop,no,bilabial
oB_angry2,0,1,control_lip,phonemes,66,vC,o,b,2615826,2616158,2615726,alveolar,stop,no,alveolar
Da_angry2,0,3,control_lip,phonemes,67,Cv,d,a,2623822,2623878,2623722,alveolar,stop,yes,alveolar
Be_happy2,1,1,lip,phonemes,68,Cv,b,e,2631823,2631968,2631723,bilabial,stop,yes,bilabial
iT_angry2,1,4,lip,phonemes,69,vC,i,t,2639822,2640066,2639722,alveolar,stop,no,alveolar
iP_angry1,0,2,control_lip,phonemes,70,vC,i,p,2647787,2648114,2647687,alveolar,stop,no,alveolar
iT_happy1,0,4,control_lip,phonemes,71,vC,i,t,2655856,2656139,2655756,alveolar,stop,no,alveolar
aD_happy2,0,3,control_lip,phonemes,72,vC,a,d,2663819,2664084,2663719,alveolar,stop,no,alveolar
To_happy2,0,4,control_lip,phonemes,73,Cv,t,o,2671856,2671943,2671756,alveolar,stop,no,alveolar
Pe_angry2,1,2,lip,phonemes,74,Cv,p,e,2679848,2679994,2679748,bilabial,stop,no,bilabial
eT_happy2,1,4,lip,phonemes,75,vC,e,t,2687849,2688112,2687749,alveolar,stop,no,alveolar
Ti_angry2,1,4,lip,phonemes,76,Cv,t,i,2695813,2695987,2695713,alveolar,stop,no,alveolar
Ta_happy2,1,4,lip,phonemes,77,Cv,t,a,2703778,2703848,2703678,alveolar,stop,no,alveolar
uP_angry2,0,2,control_lip,phonemes,78,vC,u,p,2711777,2712161,2711677,alveolar,stop,no,alveolar
Tu_happy2,1,4,lip,phonemes,79,Cv,t,u,2719811,2719910,2719711,alveolar,stop,no,alveolar
uT_happy2,1,4,lip,phonemes,80,vC,u,t,2727809,2728137,2727709,alveolar,stop,no,alveolar
De_angry2,1,3,lip,phonemes,81,Cv,d,e,2735840,2735887,2735740,alveolar,stop,yes,alveolar
eP_angry2,1,2,lip,phonemes,83,vC,e,p,2751843,2752151,2751743,alveolar,stop,no,alveolar
eD_happy2,0,3,control_lip,phonemes,84,vC,e,d,2759806,2760089,2759706,alveolar,stop,no,alveolar
uT_angry2,1,4,lip,phonemes,85,vC,u,t,2767804,2768084,2767704,alveolar,stop,no,alveolar
iB_happy1,0,1,control_lip,phonemes,86,vC,i,b,2775813,2776149,2775713,alveolar,stop,no,alveolar
eP_happy1,0,2,control_lip,phonemes,87,vC,e,p,2783833,2784118,2783733,alveolar,stop,no,alveolar
Be_angry2,0,1,control_lip,phonemes,88,Cv,b,e,2791835,2791889,2791735,bilabial,stop,yes,bilabial
iD_happy1,1,3,lip,phonemes,89,vC,i,d,2799798,2800119,2799698,alveolar,stop,no,alveolar
uB_happy1,1,1,lip,phonemes,90,vC,u,b,2807829,2808158,2807729,alveolar,stop,no,alveolar
eB_happy1,0,1,control_lip,phonemes,91,vC,e,b,2815794,2816039,2815694,alveolar,stop,no,alveolar
Po_angry2,1,2,lip,phonemes,92,Cv,p,o,2823794,2823879,2823694,bilabial,stop,no,bilabial
Ti_happy1,0,4,control_lip,phonemes,93,Cv,t,i,2831793,2831888,2831693,alveolar,stop,no,alveolar
Bu_angry1,0,1,control_lip,phonemes,94,Cv,b,u,2839792,2839861,2839692,bilabial,stop,yes,bilabial
De_happy1,1,3,lip,phonemes,95,Cv,d,e,2847862,2847912,2847762,alveolar,stop,yes,alveolar
Pe_angry1,1,2,lip,phonemes,96,Cv,p,e,2855822,2855971,2855722,bilabial,stop,no,bilabial
Du_angry1,1,3,lip,phonemes,97,Cv,d,u,2863821,2863906,2863721,alveolar,stop,yes,alveolar
iP_happy1,1,2,lip,phonemes,98,vC,i,p,2871823,2872132,2871723,alveolar,stop,no,alveolar
aD_angry2,0,3,control_lip,phonemes,99,vC,a,d,2879793,2880116,2879693,alveolar,stop,no,alveolar
Bo_happy1,0,1,control_lip,phonemes,100,Cv,b,o,2887819,2887873,2887719,bilabial,stop,yes,bilabial
oP_happy1,1,2,lip,phonemes,101,vC,o,p,2895823,2896158,2895723,alveolar,stop,no,alveolar
Te_angry2,0,4,control_lip,phonemes,102,Cv,t,e,2903789,2903901,2903689,alveolar,stop,no,alveolar
Bi_angry1,1,1,lip,phonemes,103,Cv,b,i,2911781,2911843,2911681,bilabial,stop,yes,bilabial
uB_angry2,1,1,lip,phonemes,105,vC,u,b,2927779,2928118,2927679,alveolar,stop,no,alveolar
iB_angry2,1,1,lip,phonemes,106,vC,i,b,2935778,2936108,2935678,alveolar,stop,no,alveolar
oP_angry2,1,2,lip,phonemes,107,vC,o,p,2943810,NaN,2943710,alveolar,stop,no,alveolar
uP_angry1,1,2,lip,phonemes,108,vC,u,p,2951809,2952151,2951709,alveolar,stop,no,alveolar
aB_angry2,1,1,lip,phonemes,110,vC,a,b,2967806,2968146,2967706,alveolar,stop,no,alveolar
Po_happy1,1,2,lip,phonemes,111,Cv,p,o,2975805,2975900,2975705,bilabial,stop,no,bilabial
oD_happy1,1,3,lip,phonemes,112,vC,o,d,2983837,2984153,2983737,alveolar,stop,no,alveolar
Di_angry1,0,3,control_lip,phonemes,113,Cv,d,i,2991838,2991924,2991738,alveolar,stop,yes,alveolar
Te_angry1,0,4,control_lip,phonemes,114,Cv,t,e,2999803,2999916,2999703,alveolar,stop,no,alveolar
uP_happy1,1,2,lip,phonemes,115,vC,u,p,3007869,3008150,3007769,alveolar,stop,no,alveolar
oB_happy1,0,1,control_lip,phonemes,117,vC,o,b,3023797,3024129,3023697,alveolar,stop,no,alveolar
iT_angry1,1,4,lip,phonemes,118,vC,i,t,3031798,3032069,3031698,alveolar,stop,no,alveolar
eT_happy1,1,4,lip,phonemes,119,vC,e,t,3039862,3040123,3039762,alveolar,stop,no,alveolar
uD_happy2,1,3,tongue,phonemes,1,vC,u,d,6321384,6321728,6321284,alveolar,stop,no,alveolar
aD_angry1,1,3,tongue,phonemes,2,vC,a,d,6329356,6329589,6329256,alveolar,stop,no,alveolar
Pu_angry2,1,2,tongue,phonemes,3,Cv,p,u,6337282,6337397,6337182,bilabial,stop,no,bilabial
iT_angry2,0,4,control_tongue,phonemes,4,vC,i,t,6345348,6345592,6345248,alveolar,stop,no,alveolar
Bo_angry2,1,1,tongue,phonemes,5,Cv,b,o,6353345,6353399,6353245,bilabial,stop,yes,bilabial
iD_angry2,1,3,tongue,phonemes,6,vC,i,d,6361311,6361653,6361211,alveolar,stop,no,alveolar
eB_angry1,1,1,tongue,phonemes,7,vC,e,b,6369345,6369665,6369245,alveolar,stop,no,alveolar
aD_happy1,1,3,tongue,phonemes,8,vC,a,d,6377312,6377569,6377212,alveolar,stop,no,alveolar
Pa_angry1,1,2,tongue,phonemes,9,Cv,p,a,6385344,6385478,6385244,bilabial,stop,no,bilabial
eT_happy2,0,4,control_tongue,phonemes,10,vC,e,t,6393344,6393607,6393244,alveolar,stop,no,alveolar
Da_happy1,1,3,tongue,phonemes,11,Cv,d,a,6401271,6401347,6401171,alveolar,stop,yes,alveolar
Bi_happy1,1,1,tongue,phonemes,12,Cv,b,i,6409271,6409325,6409171,bilabial,stop,yes,bilabial
Be_angry1,1,1,tongue,phonemes,13,Cv,b,e,6417269,6417322,6417169,bilabial,stop,yes,bilabial
Pu_angry1,0,2,control_tongue,phonemes,14,Cv,p,u,6425335,6425418,6425235,bilabial,stop,no,bilabial
uT_angry1,1,4,tongue,phonemes,15,vC,u,t,6433336,6433655,6433236,alveolar,stop,no,alveolar
Di_angry1,1,3,tongue,phonemes,16,Cv,d,i,6441300,6441386,6441200,alveolar,stop,yes,alveolar
Te_happy2,0,4,control_tongue,phonemes,17,Cv,t,e,6449336,6449450,6449236,alveolar,stop,no,alveolar
eB_happy2,0,1,control_tongue,phonemes,18,vC,e,b,6457367,6457609,6457267,alveolar,stop,no,alveolar
Ba_angry2,0,1,control_tongue,phonemes,19,Cv,b,a,6465330,6465383,6465230,bilabial,stop,yes,bilabial
Pu_happy2,1,2,tongue,phonemes,20,Cv,p,u,6473330,6473412,6473230,bilabial,stop,no,bilabial
iD_happy2,0,3,control_tongue,phonemes,21,vC,i,d,6481333,6481672,6481233,alveolar,stop,no,alveolar
Te_angry1,1,4,tongue,phonemes,22,Cv,t,e,6489358,6489471,6489258,alveolar,stop,no,alveolar
oB_happy1,1,1,tongue,phonemes,23,vC,o,b,6497328,6497660,6497228,alveolar,stop,no,alveolar
eD_angry1,0,3,control_tongue,phonemes,24,vC,e,d,6505361,6505636,6505261,alveolar,stop,no,alveolar
Di_angry2,1,3,tongue,phonemes,25,Cv,d,i,6513355,6513444,6513255,alveolar,stop,yes,alveolar
Bu_angry1,1,1,tongue,phonemes,26,Cv,b,u,6521358,6521427,6521258,bilabial,stop,yes,bilabial
Pe_angry2,0,2,control_tongue,phonemes,27,Cv,p,e,6529324,6529470,6529224,bilabial,stop,no,bilabial
Ti_happy1,1,4,tongue,phonemes,28,Cv,t,i,6537358,6537453,6537258,alveolar,stop,no,alveolar
uP_happy2,1,2,tongue,phonemes,29,vC,u,p,6545357,6545687,6545257,alveolar,stop,no,alveolar
uB_angry2,0,1,control_tongue,phonemes,30,vC,u,b,6553355,6553694,6553255,alveolar,stop,no,alveolar
iT_happy2,1,4,tongue,phonemes,31,vC,i,t,6561318,6561593,6561218,alveolar,stop,no,alveolar
uP_angry1,0,2,control_tongue,phonemes,32,vC,u,p,6569339,6569681,6569239,alveolar,stop,no,alveolar
Do_angry1,1,3,tongue,phonemes,33,Cv,d,o,6577346,6577399,6577246,alveolar,stop,yes,alveolar
Bi_angry1,0,1,control_tongue,phonemes,34,Cv,b,i,6585279,6585341,6585179,bilabial,stop,yes,bilabial
De_happy2,1,3,tongue,phonemes,35,Cv,d,e,6593316,6593367,6593216,alveolar,stop,yes,alveolar
Po_angry2,0,2,control_tongue,phonemes,36,Cv,p,o,6601306,6601391,6601206,bilabial,stop,no,bilabial
Da_happy2,1,3,tongue,phonemes,37,Cv,d,a,6609341,6609396,6609241,alveolar,stop,yes,alveolar
Be_happy1,1,1,tongue,phonemes,38,Cv,b,e,6617273,6617327,6617173,bilabial,stop,yes,bilabial
iB_happy2,1,1,tongue,phonemes,39,vC,i,b,6625306,6625630,6625206,alveolar,stop,no,alveolar
