Stimulus,TMS,Correct_Key,TMStarget,Task,TrialN,Order,Phoneme1,Phoneme2,P1_TSidx,P2_TSidx,TMS_TSidx,Place,Manner,Voicing,Category
eD_angry2,1,3,tongue,phonemes,15,vC,e,d,1496951,1497260,1496851,alveolar,stop,no,alveolar
aB_happy1,1,1,tongue,phonemes,16,vC,a,b,1504944,1505266,1504844,alveolar,stop,no,alveolar
Pa_happy1,0,2,control_tongue,phonemes,17,Cv,p,a,1512956,1513094,1512856,bilabial,stop,no,bilabial
Do_happy2,1,3,tongue,phonemes,18,Cv,d,o,1520927,1520979,1520827,alveolar,stop,yes,alveolar
Bu_happy2,1,1,tongue,phonemes,19,Cv,b,u,1528954,1529022,1528854,bilabial,stop,yes,bilabial
aB_angry1,1,1,tongue,phonemes,20,vC,a,b,1536945,1537286,1536845,alveolar,stop,no,alveolar
aT_happy1,1,4,tongue,phonemes,21,vC,a,t,1544937,1545219,1544837,alveolar,stop,no,alveolar
Po_angry1,0,2,control_tongue,phonemes,22,Cv,p,o,1552924,1553003,1552824,bilabial,stop,no,bilabial
uD_angry1,1,3,tongue,phonemes,23,vC,u,d,1560955,1561345,1560855,alveolar,stop,no,alveolar
Di_happy1,1,3,tongue,phonemes,24,Cv,d,i,1568949,1569032,1568849,alveolar,stop,yes,alveolar
iB_angry1,1,1,tongue,phonemes,25,vC,i,b,1576941,1577277,1576841,alveolar,stop,no,alveolar
Ta_happy1,1,4,tongue,phonemes,26,Cv,t,a,1584933,1585070,1584833,alveolar,stop,no,alveolar
Ba_happy1,1,1,tongue,phonemes,27,Cv,b,a,1592958,1593040,1592858,bilabial,stop,yes,bilabial
eT_angry1,0,4,control_tongue,phonemes,28,vC,e,t,1600940,1601210,1600840,alveolar,stop,no,alveolar
Do_happy1,1,3,tongue,phonemes,29,Cv,d,o,1608942,1608994,1608842,alveolar,stop,yes,alveolar
oD_happy2,1,3,tongue,phonemes,30,vC,o,d,1616935,1617273,1616835,alveolar,stop,no,alveolar
Ba_angry2,1,1,tongue,phonemes,31,Cv,b,a,1624961,1625014,1624861,bilabial,stop,yes,bilabial
To_angry2,0,4,control_tongue,phonemes,32,Cv,t,o,1632954,1633052,1632854,alveolar,stop,no,alveolar
eD_happy1,1,3,tongue,phonemes,33,vC,e,d,1640945,1641214,1640845,alveolar,stop,no,alveolar
iP_happy2,1,2,tongue,phonemes,34,vC,i,p,1648937,1649254,1648837,alveolar,stop,no,alveolar
Di_angry2,0,3,control_tongue,phonemes,35,Cv,d,i,1656957,1657046,1656857,alveolar,stop,yes,alveolar
Bu_angry2,1,1,tongue,phonemes,36,Cv,b,u,1664954,1665023,1664854,bilabial,stop,yes,bilabial
Pu_angry1,1,2,tongue,phonemes,37,Cv,p,u,1672916,1672999,1672816,bilabial,stop,no,bilabial
Bu_happy1,1,1,tongue,phonemes,38,Cv,b,u,1680939,1681006,1680839,bilabial,stop,yes,bilabial
De_angry1,1,3,tongue,phonemes,39,Cv,d,e,1688931,1688977,1688831,alveolar,stop,yes,alveolar
oB_happy2,0,1,control_tongue,phonemes,40,vC,o,b,1696939,1697269,1696839,alveolar,stop,no,alveolar
oD_angry2,1,3,tongue,phonemes,41,vC,o,d,1704950,1705361,1704850,alveolar,stop,no,alveolar
Pi_angry2,0,2,control_tongue,phonemes,42,Cv,p,i,1712945,1713061,1712845,bilabial,stop,no,bilabial
Bo_angry1,1,1,tongue,phonemes,43,Cv,b,o,1720935,1720989,1720835,bilabial,stop,yes,bilabial
oT_happy1,0,4,control_tongue,phonemes,44,vC,o,t,1728957,1729284,1728857,alveolar,stop,no,alveolar
uB_happy2,1,1,tongue,phonemes,45,vC,u,b,1736952,1737289,1736852,alveolar,stop,no,alveolar
oT_angry1,1,4,tongue,phonemes,46,vC,o,t,1744946,1745277,1744846,alveolar,stop,no,alveolar
Pe_happy2,0,2,control_tongue,phonemes,47,Cv,p,e,1752951,1753094,1752851,bilabial,stop,no,bilabial
Di_happy2,1,3,tongue,phonemes,48,Cv,d,i,1760961,1761043,1760861,alveolar,stop,yes,alveolar
oP_happy2,1,2,tongue,phonemes,49,vC,o,p,1768954,1769277,1768854,alveolar,stop,no,alveolar
eB_angry2,0,1,control_tongue,phonemes,50,vC,e,b,1776960,1777230,1776860,alveolar,stop,no,alveolar
aT_angry1,1,4,tongue,phonemes,51,vC,a,t,1784939,1785247,1784839,alveolar,stop,no,alveolar
Pa_happy2,0,2,control_tongue,phonemes,52,Cv,p,a,1792929,1793089,1792829,bilabial,stop,no,bilabial
Tu_angry1,0,4,control_tongue,phonemes,53,Cv,t,u,1800979,1801091,1800879,alveolar,stop,no,alveolar
Bi_angry2,1,1,tongue,phonemes,54,Cv,b,i,1808949,1809004,1808849,bilabial,stop,yes,bilabial
oB_angry1,1,1,tongue,phonemes,55,vC,o,b,1816941,1817281,1816841,alveolar,stop,no,alveolar
Pi_happy1,1,2,tongue,phonemes,56,Cv,p,i,1824932,1824991,1824832,bilabial,stop,no,bilabial
aT_angry2,1,4,tongue,phonemes,57,vC,a,t,1832963,1833278,1832863,alveolar,stop,no,alveolar
Ba_angry1,1,1,tongue,phonemes,58,Cv,b,a,1840950,1841003,1840850,bilabial,stop,yes,bilabial
Pu_happy1,1,2,tongue,phonemes,59,Cv,p,u,1848942,1849021,1848842,bilabial,stop,no,bilabial
Tu_angry2,1,4,tongue,phonemes,60,Cv,t,u,1856934,1857047,1856834,alveolar,stop,no,alveolar
Ti_angry1,1,4,tongue,phonemes,61,Cv,t,i,1896963,1897137,1896863,alveolar,stop,no,alveolar
uD_happy1,0,3,control_tongue,phonemes,62,vC,u,d,1904930,1905278,1904830,alveolar,stop,no,alveolar
Ta_angry1,1,4,tongue,phonemes,63,Cv,t,a,1912947,1913055,1912847,alveolar,stop,no,alveolar
Te_happy1,1,4,tongue,phonemes,64,Cv,t,e,1920939,1921052,1920839,alveolar,stop,no,alveolar
Pi_happy2,1,2,tongue,phonemes,65,Cv,p,i,1928932,1929032,1928832,bilabial,stop,no,bilabial
oB_angry2,0,1,control_tongue,phonemes,66,vC,o,b,1936945,1937277,1936845,alveolar,stop,no,alveolar
Da_angry2,0,3,control_tongue,phonemes,67,Cv,d,a,1944916,1944972,1944816,alveolar,stop,yes,alveolar
Be_happy2,1,1,tongue,phonemes,68,Cv,b,e,1952941,1953086,1952841,bilabial,stop,yes,bilabial
iT_angry2,1,4,tongue,phonemes,69,vC,i,t,1960934,1961178,1960834,alveolar,stop,no,alveolar
iP_angry1,0,2,control_tongue,phonemes,70,vC,i,p,1968970,1969297,1968870,alveolar,stop,no,alveolar
iT_happy1,0,4,control_tongue,phonemes,71,vC,i,t,1976958,1977241,1976858,alveolar,stop,no,alveolar
aD_happy2,0,3,control_tongue,phonemes,72,vC,a,d,1984942,1985207,1984842,alveolar,stop,no,alveolar
To_happy2,0,4,control_tongue,phonemes,73,Cv,t,o,1992920,1993007,1992820,alveolar,stop,no,alveolar
Pe_angry2,1,2,tongue,phonemes,74,Cv,p,e,2000961,2001107,2000861,bilabial,stop,no,bilabial
eT_happy2,1,4,tongue,phonemes,75,vC,e,t,2008954,2009217,2008854,alveolar,stop,no,alveolar
Ti_angry2,1,4,tongue,phonemes,76,Cv,t,i,2016946,2017120,2016846,alveolar,stop,no,alveolar
Ta_happy2,1,4,tongue,phonemes,77,Cv,t,a,2024938,2025008,2024838,alveolar,stop,no,alveolar
uP_angry2,0,2,control_tongue,phonemes,78,vC,u,p,2032968,2033352,2032868,alveolar,stop,no,alveolar
Tu_happy2,1,4,tongue,phonemes,79,Cv,t,u,2040956,2041055,2040856,alveolar,stop,no,alveolar
uT_happy2,1,4,tongue,phonemes,80,vC,u,t,2048947,2049275,2048847,alveolar,stop,no,alveolar
De_angry2,1,3,tongue,phonemes,81,Cv,d,e,2056940,2056987,2056840,alveolar,stop,yes,alveolar
Po_happy2,1,2,tongue,phonemes,82,Cv,p,o,2064932,2065012,2064832,bilabial,stop,no,bilabial
eP_angry2,1,2,tongue,phonemes,83,vC,e,p,2072958,2073266,2072858,alveolar,stop,no,alveolar
eD_happy2,0,3,control_tongue,phonemes,84,vC,e,d,2080957,2081240,2080857,alveolar,stop,no,alveolar
uT_angry2,1,4,tongue,phonemes,85,vC,u,t,2088944,2089224,2088844,alveolar,stop,no,alveolar
iB_happy1,0,1,control_tongue,phonemes,86,vC,i,b,2096929,2097265,2096829,alveolar,stop,no,alveolar
eP_happy1,0,2,control_tongue,phonemes,87,vC,e,p,2104935,2105220,2104835,alveolar,stop,no,alveolar
Be_angry2,0,1,control_tongue,phonemes,88,Cv,b,e,2112925,2112979,2112825,bilabial,stop,yes,bilabial
iD_happy1,1,3,tongue,phonemes,89,vC,i,d,2120944,2121265,2120844,alveolar,stop,no,alveolar
uB_happy1,1,1,tongue,phonemes,90,vC,u,b,2128938,2129267,2128838,alveolar,stop,no,alveolar
Du_happy1,0,3,control_tongue,phonemes,91,Cv,d,u,2136957,2137041,2136857,alveolar,stop,yes,alveolar
Po_angry2,1,2,tongue,phonemes,92,Cv,p,o,2144954,2145039,2144854,bilabial,stop,no,bilabial
Ti_happy1,0,4,control_tongue,phonemes,93,Cv,t,i,2152974,2153069,2152874,alveolar,stop,no,alveolar
Bu_angry1,0,1,control_tongue,phonemes,94,Cv,b,u,2160964,2161033,2160864,bilabial,stop,yes,bilabial
De_happy1,1,3,tongue,phonemes,95,Cv,d,e,2168965,2169015,2168865,alveolar,stop,yes,alveolar
Pe_angry1,1,2,tongue,phonemes,96,Cv,p,e,2176956,2177105,2176856,bilabial,stop,no,bilabial
Du_angry1,1,3,tongue,phonemes,97,Cv,d,u,2184949,2185034,2184849,alveolar,stop,yes,alveolar
iP_happy1,1,2,tongue,phonemes,98,vC,i,p,2192941,2193250,2192841,alveolar,stop,no,alveolar
Bo_happy1,0,1,control_tongue,phonemes,100,Cv,b,o,2208958,2209012,2208858,bilabial,stop,yes,bilabial
oP_happy1,1,2,tongue,phonemes,101,vC,o,p,2216951,2217286,2216851,alveolar,stop,no,alveolar
Te_angry2,0,4,control_tongue,phonemes,102,Cv,t,e,2224943,2225055,2224843,alveolar,stop,no,alveolar
Bi_angry1,1,1,tongue,phonemes,103,Cv,b,i,2232936,2232998,2232836,bilabial,stop,yes,bilabial
aP_happy2,0,2,control_tongue,phonemes,104,vC,a,p,2240961,2241241,2240861,alveolar,stop,no,alveolar
uB_angry2,1,1,tongue,phonemes,105,vC,u,b,2248954,2249293,2248854,alveolar,stop,no,alveolar
iB_angry2,1,1,tongue,phonemes,106,vC,i,b,2256946,2257276,2256846,alveolar,stop,no,alveolar
oP_angry2,1,2,tongue,phonemes,107,vC,o,p,2264937,NaN,2264837,alveolar,stop,no,alveolar
uP_angry1,1,2,tongue,phonemes,108,vC,u,p,2272964,2273306,2272864,alveolar,stop,no,alveolar
eD_angry1,1,3,tongue,phonemes,109,vC,e,d,2280957,2281232,2280857,alveolar,stop,no,alveolar
aB_angry2,1,1,tongue,phonemes,110,vC,a,b,2288948,2289288,2288848,alveolar,stop,no,alveolar
Po_happy1,1,2,tongue,phonemes,111,Cv,p,o,2296940,2297035,2296840,bilabial,stop,no,bilabial
oD_happy1,1,3,tongue,phonemes,112,vC,o,d,2304966,2305282,2304866,alveolar,stop,no,alveolar
Di_angry1,0,3,control_tongue,phonemes,113,Cv,d,i,2312955,2313041,2312855,alveolar,stop,yes,alveolar
Te_angry1,0,4,control_tongue,phonemes,114,Cv,t,e,2320948,2321061,2320848,alveolar,stop,no,alveolar
uP_happy1,1,2,tongue,phonemes,115,vC,u,p,2328943,2329224,2328843,alveolar,stop,no,alveolar
To_angry1,1,4,tongue,phonemes,116,Cv,t,o,2336936,2337021,2336836,alveolar,stop,no,alveolar
oB_happy1,0,1,control_tongue,phonemes,117,vC,o,b,2344940,2345272,2344840,alveolar,stop,no,alveolar
iT_angry1,1,4,tongue,phonemes,118,vC,i,t,2352952,2353223,2352852,alveolar,stop,no,alveolar
eT_happy1,1,4,tongue,phonemes,119,vC,e,t,2360945,2361206,2360845,alveolar,stop,no,alveolar
uD_angry2,0,3,control_tongue,phonemes,120,vC,u,d,2368953,2369318,2368853,alveolar,stop,no,alveolar
uD_happy2,1,3,lip,phonemes,1,vC,u,d,5311945,5312289,5311845,alveolar,stop,no,alveolar
aD_angry1,1,3,lip,phonemes,2,vC,a,d,5319937,5320170,5319837,alveolar,stop,no,alveolar
Pu_angry2,1,2,lip,phonemes,3,Cv,p,u,5327929,5328044,5327829,bilabial,stop,no,bilabial
iT_angry2,0,4,control_lip,phonemes,4,vC,i,t,5335942,5336186,5335842,alveolar,stop,no,alveolar
Bo_angry2,1,1,lip,phonemes,5,Cv,b,o,5343947,5344001,5343847,bilabial,stop,yes,bilabial
iD_happy1,1,3,lip,phonemes,6,vC,i,d,5351940,5352261,5351840,alveolar,stop,no,alveolar
eB_angry1,1,1,lip,phonemes,7,vC,e,b,5359930,5360250,5359830,alveolar,stop,no,alveolar
aD_happy1,1,3,lip,phonemes,8,vC,a,d,5367956,5368213,5367856,alveolar,stop,no,alveolar
