Stimulus,TMS,Correct_Key,TMStarget,Task,TrialN,Order,Phoneme1,Phoneme2,P1_TSidx,P2_TSidx,TMS_TSidx,Place,Manner,Voicing,Category
oT_happy2,1,4,lip,phonemes,61,vC,o,t,989356,989697,989256,alveolar,stop,no,alveolar
Ti_happy2,1,4,lip,phonemes,62,Cv,t,i,997315,997407,997215,alveolar,stop,no,alveolar
De_angry1,0,3,control_lip,phonemes,63,Cv,d,e,1005310,1005356,1005210,alveolar,stop,yes,alveolar
uB_angry1,1,1,lip,phonemes,64,vC,u,b,1013400,1013737,1013300,alveolar,stop,no,alveolar
oD_angry1,1,3,lip,phonemes,65,vC,o,d,1021324,1021743,1021224,alveolar,stop,no,alveolar
Bi_angry2,0,1,control_lip,phonemes,66,Cv,b,i,1029318,1029373,1029218,bilabial,stop,yes,bilabial
Pe_happy1,1,2,lip,phonemes,67,Cv,p,e,1037310,1037411,1037210,bilabial,stop,no,bilabial
oP_happy1,0,2,control_lip,phonemes,68,vC,o,p,1045311,1045646,1045211,alveolar,stop,no,alveolar
iD_angry1,1,3,lip,phonemes,69,vC,i,d,1053327,1053647,1053227,alveolar,stop,no,alveolar
oP_angry1,1,2,lip,phonemes,70,vC,o,p,1061351,1061669,1061251,alveolar,stop,no,alveolar
eP_happy2,1,2,lip,phonemes,71,vC,e,p,1069347,1069632,1069247,alveolar,stop,no,alveolar
Bo_happy2,1,1,lip,phonemes,72,Cv,b,o,1077337,1077391,1077237,bilabial,stop,yes,bilabial
De_happy1,0,3,control_lip,phonemes,73,Cv,d,e,1085303,1085353,1085203,alveolar,stop,yes,alveolar
To_happy1,1,4,lip,phonemes,74,Cv,t,o,1093322,1093404,1093222,alveolar,stop,no,alveolar
aP_happy1,1,2,lip,phonemes,75,vC,a,p,1101314,1101619,1101214,alveolar,stop,no,alveolar
Ta_angry2,0,4,control_lip,phonemes,76,Cv,t,a,1109321,1109406,1109221,alveolar,stop,no,alveolar
eD_angry2,0,3,control_lip,phonemes,77,vC,e,d,1117327,1117636,1117227,alveolar,stop,no,alveolar
iB_angry2,0,1,control_lip,phonemes,78,vC,i,b,1125321,1125651,1125221,alveolar,stop,no,alveolar
Po_angry1,1,2,lip,phonemes,79,Cv,p,o,1133317,1133396,1133217,bilabial,stop,no,bilabial
Bu_angry2,0,1,control_lip,phonemes,80,Cv,b,u,1141315,1141384,1141215,bilabial,stop,yes,bilabial
iP_happy1,0,2,control_lip,phonemes,81,vC,i,p,1149323,1149632,1149223,alveolar,stop,no,alveolar
uT_angry1,1,4,lip,phonemes,82,vC,u,t,1157359,1157678,1157259,alveolar,stop,no,alveolar
oT_happy1,1,4,lip,phonemes,83,vC,o,t,1165353,1165680,1165253,alveolar,stop,no,alveolar
Pi_angry2,1,2,lip,phonemes,84,Cv,p,i,1173311,1173427,1173211,bilabial,stop,no,bilabial
oB_happy2,1,1,lip,phonemes,85,vC,o,b,1181336,1181666,1181236,alveolar,stop,no,alveolar
aT_angry2,1,4,lip,phonemes,86,vC,a,t,1189329,1189644,1189229,alveolar,stop,no,alveolar
Ba_happy2,0,1,control_lip,phonemes,87,Cv,b,a,1197318,1197433,1197218,bilabial,stop,yes,bilabial
Da_angry2,1,3,lip,phonemes,88,Cv,d,a,1205347,1205403,1205247,alveolar,stop,yes,alveolar
eD_happy1,0,3,control_lip,phonemes,89,vC,e,d,1213357,1213626,1213257,alveolar,stop,no,alveolar
eT_angry1,1,4,lip,phonemes,90,vC,e,t,1221330,1221600,1221230,alveolar,stop,no,alveolar
Pa_angry2,1,2,lip,phonemes,91,Cv,p,a,1229322,1229411,1229222,bilabial,stop,no,bilabial
aP_angry2,1,2,lip,phonemes,92,vC,a,p,1237282,1237624,1237182,alveolar,stop,no,alveolar
aD_happy2,1,3,lip,phonemes,93,vC,a,d,1245340,1245605,1245240,alveolar,stop,no,alveolar
uB_happy2,0,1,control_lip,phonemes,94,vC,u,b,1253340,1253677,1253240,alveolar,stop,no,alveolar
Du_happy2,1,3,lip,phonemes,95,Cv,d,u,1261325,1261405,1261225,alveolar,stop,yes,alveolar
iP_happy2,0,2,control_lip,phonemes,96,vC,i,p,1269336,1269653,1269236,alveolar,stop,no,alveolar
oT_angry2,1,4,lip,phonemes,97,vC,o,t,1277310,1277619,1277210,alveolar,stop,no,alveolar
eD_happy2,1,3,lip,phonemes,98,vC,e,d,1285369,1285652,1285269,alveolar,stop,no,alveolar
To_angry2,1,4,lip,phonemes,99,Cv,t,o,1293361,1293459,1293261,alveolar,stop,no,alveolar
Du_happy1,1,3,lip,phonemes,100,Cv,d,u,1301320,1301404,1301220,alveolar,stop,yes,alveolar
Pi_angry1,1,2,lip,phonemes,101,Cv,p,i,1309311,1309476,1309211,bilabial,stop,no,bilabial
To_happy2,1,4,lip,phonemes,102,Cv,t,o,1317337,1317424,1317237,alveolar,stop,no,alveolar
Du_angry2,1,3,lip,phonemes,103,Cv,d,u,1325329,1325415,1325229,alveolar,stop,yes,alveolar
iB_happy1,1,1,lip,phonemes,104,vC,i,b,1333321,1333657,1333221,alveolar,stop,no,alveolar
Be_angry2,1,1,lip,phonemes,105,Cv,b,e,1341314,1341368,1341214,bilabial,stop,yes,bilabial
Pe_happy2,1,2,lip,phonemes,106,Cv,p,e,1349372,1349515,1349272,bilabial,stop,no,bilabial
Do_angry2,0,3,control_lip,phonemes,107,Cv,d,o,1357365,1357418,1357265,alveolar,stop,yes,alveolar
eB_angry2,1,1,lip,phonemes,108,vC,e,b,1365324,1365594,1365224,alveolar,stop,no,alveolar
Tu_happy1,1,4,lip,phonemes,109,Cv,t,u,1373316,1373412,1373216,alveolar,stop,no,alveolar
iT_happy1,1,4,lip,phonemes,110,vC,i,t,1381308,1381591,1381208,alveolar,stop,no,alveolar
eP_angry1,0,2,control_lip,phonemes,111,vC,e,p,1389309,1389598,1389209,alveolar,stop,no,alveolar
oB_angry2,1,1,lip,phonemes,112,vC,o,b,1397326,1397658,1397226,alveolar,stop,no,alveolar
Te_angry2,1,4,lip,phonemes,113,Cv,t,e,1405318,1405430,1405218,alveolar,stop,no,alveolar
uD_happy1,1,3,lip,phonemes,114,vC,u,d,1413311,1413659,1413211,alveolar,stop,no,alveolar
Bo_happy1,1,1,lip,phonemes,115,Cv,b,o,1421370,1421424,1421270,bilabial,stop,yes,bilabial
eP_happy1,1,2,lip,phonemes,116,vC,e,p,1429361,1429646,1429261,alveolar,stop,no,alveolar
Pa_happy2,1,2,lip,phonemes,117,Cv,p,a,1437319,1437479,1437219,bilabial,stop,no,bilabial
aB_happy2,0,1,control_lip,phonemes,118,vC,a,b,1445349,1445684,1445249,alveolar,stop,no,alveolar
aT_happy2,0,4,control_lip,phonemes,119,vC,a,t,1453347,1453588,1453247,alveolar,stop,no,alveolar
Tu_angry1,1,4,lip,phonemes,120,Cv,t,u,1461330,1461442,1461230,alveolar,stop,no,alveolar
aB_happy2,1,1,lip,phonemes,1,vC,a,b,1694472,1694807,1694372,alveolar,stop,no,alveolar
aT_happy2,1,4,lip,phonemes,2,vC,a,t,1702466,1702707,1702366,alveolar,stop,no,alveolar
uP_happy2,0,2,control_lip,phonemes,3,vC,u,p,1710454,1710784,1710354,alveolar,stop,no,alveolar
Do_angry2,1,3,lip,phonemes,4,Cv,d,o,1718452,1718505,1718352,alveolar,stop,yes,alveolar
eP_angry1,1,2,lip,phonemes,5,vC,e,p,1726438,1726727,1726338,alveolar,stop,no,alveolar
uT_happy1,0,4,control_lip,phonemes,6,vC,u,t,1734417,1734734,1734317,alveolar,stop,no,alveolar
Te_happy2,1,4,lip,phonemes,7,Cv,t,e,1742457,1742571,1742357,alveolar,stop,no,alveolar
aP_angry1,0,2,control_lip,phonemes,8,vC,a,p,1750456,1750790,1750356,alveolar,stop,no,alveolar
Ta_angry2,1,4,lip,phonemes,9,Cv,t,a,1758441,1758526,1758341,alveolar,stop,no,alveolar
Pu_happy2,0,2,control_lip,phonemes,10,Cv,p,u,1766442,1766524,1766342,bilabial,stop,no,bilabial
iD_happy2,1,3,lip,phonemes,12,vC,i,d,1782418,1782757,1782318,alveolar,stop,no,alveolar
eB_happy2,1,1,lip,phonemes,13,vC,e,b,1790411,1790653,1790311,alveolar,stop,no,alveolar
Ba_happy2,1,1,lip,phonemes,14,Cv,b,a,1798435,1798550,1798335,bilabial,stop,yes,bilabial
eD_angry2,1,3,lip,phonemes,15,vC,e,d,1806427,1806736,1806327,alveolar,stop,no,alveolar
aB_happy1,1,1,lip,phonemes,16,vC,a,b,1814419,1814741,1814319,alveolar,stop,no,alveolar
Pa_happy1,0,2,control_lip,phonemes,17,Cv,p,a,1822394,1822532,1822294,bilabial,stop,no,bilabial
Do_happy2,1,3,lip,phonemes,18,Cv,d,o,1830439,1830491,1830339,alveolar,stop,yes,alveolar
Bu_happy2,1,1,lip,phonemes,19,Cv,b,u,1838462,1838530,1838362,bilabial,stop,yes,bilabial
aB_angry1,1,1,lip,phonemes,20,vC,a,b,1846422,1846763,1846322,alveolar,stop,no,alveolar
aT_happy1,1,4,lip,phonemes,21,vC,a,t,1854414,1854696,1854314,alveolar,stop,no,alveolar
Po_angry1,0,2,control_lip,phonemes,22,Cv,p,o,1862449,1862528,1862349,bilabial,stop,no,bilabial
uD_angry1,1,3,lip,phonemes,23,vC,u,d,1870465,1870855,1870365,alveolar,stop,no,alveolar
Di_happy1,1,3,lip,phonemes,24,Cv,d,i,1878425,1878508,1878325,alveolar,stop,yes,alveolar
iB_angry1,1,1,lip,phonemes,25,vC,i,b,1886416,1886752,1886316,alveolar,stop,no,alveolar
Ta_happy1,1,4,lip,phonemes,26,Cv,t,a,1894409,1894546,1894309,alveolar,stop,no,alveolar
Ba_happy1,1,1,lip,phonemes,27,Cv,b,a,1902468,1902550,1902368,bilabial,stop,yes,bilabial
eT_angry1,0,4,control_lip,phonemes,28,vC,e,t,1910425,1910695,1910325,alveolar,stop,no,alveolar
Do_happy1,1,3,lip,phonemes,29,Cv,d,o,1918418,1918470,1918318,alveolar,stop,yes,alveolar
oD_happy2,1,3,lip,phonemes,30,vC,o,d,1926410,1926748,1926310,alveolar,stop,no,alveolar
Ba_angry2,1,1,lip,phonemes,31,Cv,b,a,1934436,1934489,1934336,bilabial,stop,yes,bilabial
To_angry2,0,4,control_lip,phonemes,32,Cv,t,o,1942417,1942515,1942317,alveolar,stop,no,alveolar
eD_happy1,1,3,lip,phonemes,33,vC,e,d,1950421,1950690,1950321,alveolar,stop,no,alveolar
iP_happy2,1,2,lip,phonemes,34,vC,i,p,1958414,1958731,1958314,alveolar,stop,no,alveolar
Di_angry2,0,3,control_lip,phonemes,35,Cv,d,i,1966407,1966496,1966307,alveolar,stop,yes,alveolar
Bu_angry2,1,1,lip,phonemes,36,Cv,b,u,1974463,1974532,1974363,bilabial,stop,yes,bilabial
Pu_angry1,1,2,lip,phonemes,37,Cv,p,u,1982424,1982507,1982324,bilabial,stop,no,bilabial
Bu_happy1,1,1,lip,phonemes,38,Cv,b,u,1990450,1990517,1990350,bilabial,stop,yes,bilabial
De_angry1,1,3,lip,phonemes,39,Cv,d,e,1998442,1998488,1998342,alveolar,stop,yes,alveolar
oB_happy2,0,1,control_lip,phonemes,40,vC,o,b,2006412,2006742,2006312,alveolar,stop,no,alveolar
oD_angry2,1,3,lip,phonemes,41,vC,o,d,2014426,2014837,2014326,alveolar,stop,no,alveolar
Pi_angry2,0,2,control_lip,phonemes,42,Cv,p,i,2022445,2022561,2022345,bilabial,stop,no,bilabial
Bo_angry1,1,1,lip,phonemes,43,Cv,b,o,2030410,2030464,2030310,bilabial,stop,yes,bilabial
oT_happy1,0,4,control_lip,phonemes,44,vC,o,t,2038430,2038757,2038330,alveolar,stop,no,alveolar
uB_happy2,1,1,lip,phonemes,45,vC,u,b,2046463,2046800,2046363,alveolar,stop,no,alveolar
oT_angry1,1,4,lip,phonemes,46,vC,o,t,2054419,2054750,2054319,alveolar,stop,no,alveolar
Pe_happy2,0,2,control_lip,phonemes,47,Cv,p,e,2062419,2062562,2062319,bilabial,stop,no,bilabial
Di_happy2,1,3,lip,phonemes,48,Cv,d,i,2070473,2070555,2070373,alveolar,stop,yes,alveolar
oP_happy2,1,2,lip,phonemes,49,vC,o,p,2078488,2078811,2078388,alveolar,stop,no,alveolar
eB_angry2,0,1,control_lip,phonemes,50,vC,e,b,2086474,2086744,2086374,alveolar,stop,no,alveolar
aT_angry1,1,4,lip,phonemes,51,vC,a,t,2094447,2094755,2094347,alveolar,stop,no,alveolar
Pa_happy2,0,2,control_lip,phonemes,52,Cv,p,a,2102463,2102623,2102363,bilabial,stop,no,bilabial
Tu_angry1,0,4,control_lip,phonemes,53,Cv,t,u,2110433,2110545,2110333,alveolar,stop,no,alveolar
Bi_angry2,1,1,lip,phonemes,54,Cv,b,i,2118424,2118479,2118324,bilabial,stop,yes,bilabial
oB_angry1,1,1,lip,phonemes,55,vC,o,b,2126417,2126757,2126317,alveolar,stop,no,alveolar
Pi_happy1,1,2,lip,phonemes,56,Cv,p,i,2134442,2134501,2134342,bilabial,stop,no,bilabial
aT_angry2,1,4,lip,phonemes,57,vC,a,t,2142435,2142750,2142335,alveolar,stop,no,alveolar
Ba_angry1,1,1,lip,phonemes,58,Cv,b,a,2150394,2150447,2150294,bilabial,stop,yes,bilabial
Pu_happy1,1,2,lip,phonemes,59,Cv,p,u,2158419,2158498,2158319,bilabial,stop,no,bilabial
Tu_angry2,1,4,lip,phonemes,60,Cv,t,u,2166410,2166523,2166310,alveolar,stop,no,alveolar
Ti_angry1,1,4,lip,phonemes,61,Cv,t,i,2206505,2206679,2206405,alveolar,stop,no,alveolar
uD_happy1,0,3,control_lip,phonemes,62,vC,u,d,2214443,2214791,2214343,alveolar,stop,no,alveolar
Ta_angry1,1,4,lip,phonemes,63,Cv,t,a,2222423,2222531,2222323,alveolar,stop,no,alveolar
Te_happy1,1,4,lip,phonemes,64,Cv,t,e,2230450,2230563,2230350,alveolar,stop,no,alveolar
Pi_happy2,1,2,lip,phonemes,65,Cv,p,i,2238476,2238576,2238376,bilabial,stop,no,bilabial
oB_angry2,0,1,control_lip,phonemes,66,vC,o,b,2246431,2246763,2246331,alveolar,stop,no,alveolar
Da_angry2,0,3,control_lip,phonemes,67,Cv,d,a,2254442,2254498,2254342,alveolar,stop,yes,alveolar
Be_happy2,1,1,lip,phonemes,68,Cv,b,e,2262450,2262595,2262350,bilabial,stop,yes,bilabial
iT_angry2,1,4,lip,phonemes,69,vC,i,t,2270443,2270687,2270343,alveolar,stop,no,alveolar
iP_angry1,0,2,control_lip,phonemes,70,vC,i,p,2278379,2278706,2278279,alveolar,stop,no,alveolar
iT_happy1,0,4,control_lip,phonemes,71,vC,i,t,2286448,2286731,2286348,alveolar,stop,no,alveolar
aD_happy2,0,3,control_lip,phonemes,72,vC,a,d,2294438,2294703,2294338,alveolar,stop,no,alveolar
To_happy2,0,4,control_lip,phonemes,73,Cv,t,o,2302419,2302506,2302319,alveolar,stop,no,alveolar
Pe_angry2,1,2,lip,phonemes,74,Cv,p,e,2310471,2310617,2310371,bilabial,stop,no,bilabial
eT_happy2,1,4,lip,phonemes,75,vC,e,t,2318431,2318694,2318331,alveolar,stop,no,alveolar
Ti_angry2,1,4,lip,phonemes,76,Cv,t,i,2326422,2326596,2326322,alveolar,stop,no,alveolar
Ta_happy2,1,4,lip,phonemes,77,Cv,t,a,2334415,2334485,2334315,alveolar,stop,no,alveolar
uP_angry2,0,2,control_lip,phonemes,78,vC,u,p,2342428,2342812,2342328,alveolar,stop,no,alveolar
uT_happy2,1,4,lip,phonemes,80,vC,u,t,2358424,2358752,2358324,alveolar,stop,no,alveolar
De_angry2,1,3,lip,phonemes,81,Cv,d,e,2366418,2366465,2366318,alveolar,stop,yes,alveolar
Po_happy2,1,2,lip,phonemes,82,Cv,p,o,2374442,2374522,2374342,bilabial,stop,no,bilabial
eP_angry2,1,2,lip,phonemes,83,vC,e,p,2382434,2382742,2382334,alveolar,stop,no,alveolar
eD_happy2,0,3,control_lip,phonemes,84,vC,e,d,2390450,2390733,2390350,alveolar,stop,no,alveolar
uT_angry2,1,4,lip,phonemes,85,vC,u,t,2398452,2398732,2398352,alveolar,stop,no,alveolar
iB_happy1,0,1,control_lip,phonemes,86,vC,i,b,2406457,2406793,2406357,alveolar,stop,no,alveolar
eP_happy1,0,2,control_lip,phonemes,87,vC,e,p,2414457,2414742,2414357,alveolar,stop,no,alveolar
Be_angry2,0,1,control_lip,phonemes,88,Cv,b,e,2422466,2422520,2422366,bilabial,stop,yes,bilabial
iD_happy1,1,3,lip,phonemes,89,vC,i,d,2430421,2430742,2430321,alveolar,stop,no,alveolar
uB_happy1,1,1,lip,phonemes,90,vC,u,b,2438451,2438780,2438351,alveolar,stop,no,alveolar
Du_happy1,0,3,control_lip,phonemes,91,Cv,d,u,2446418,2446502,2446318,alveolar,stop,yes,alveolar
Po_angry2,1,2,lip,phonemes,92,Cv,p,o,2454431,2454516,2454331,bilabial,stop,no,bilabial
Ti_happy1,0,4,control_lip,phonemes,93,Cv,t,i,2462449,2462544,2462349,alveolar,stop,no,alveolar
Bu_angry1,0,1,control_lip,phonemes,94,Cv,b,u,2470460,2470529,2470360,bilabial,stop,yes,bilabial
De_happy1,1,3,lip,phonemes,95,Cv,d,e,2478440,2478490,2478340,alveolar,stop,yes,alveolar
Pe_angry1,1,2,lip,phonemes,96,Cv,p,e,2486432,2486581,2486332,bilabial,stop,no,bilabial
Du_angry1,1,3,lip,phonemes,97,Cv,d,u,2494426,2494511,2494326,alveolar,stop,yes,alveolar
iP_happy1,1,2,lip,phonemes,98,vC,i,p,2502453,2502762,2502353,alveolar,stop,no,alveolar
aD_angry2,0,3,control_lip,phonemes,99,vC,a,d,2510440,2510763,2510340,alveolar,stop,no,alveolar
Bo_happy1,0,1,control_lip,phonemes,100,Cv,b,o,2518474,2518528,2518374,bilabial,stop,yes,bilabial
oP_happy1,1,2,lip,phonemes,101,vC,o,p,2526460,2526795,2526360,alveolar,stop,no,alveolar
Te_angry2,0,4,control_lip,phonemes,102,Cv,t,e,2534415,2534527,2534315,alveolar,stop,no,alveolar
Bi_angry1,1,1,lip,phonemes,103,Cv,b,i,2542445,2542507,2542345,bilabial,stop,yes,bilabial
aP_happy2,0,2,control_lip,phonemes,104,vC,a,p,2550445,2550725,2550345,alveolar,stop,no,alveolar
uB_angry2,1,1,lip,phonemes,105,vC,u,b,2558463,2558802,2558363,alveolar,stop,no,alveolar
iB_angry2,1,1,lip,phonemes,106,vC,i,b,2566423,2566753,2566323,alveolar,stop,no,alveolar
oP_angry2,1,2,lip,phonemes,107,vC,o,p,2574448,NaN,2574348,alveolar,stop,no,alveolar
uP_angry1,1,2,lip,phonemes,108,vC,u,p,2582439,2582781,2582339,alveolar,stop,no,alveolar
eD_angry1,1,3,lip,phonemes,109,vC,e,d,2590431,2590706,2590331,alveolar,stop,no,alveolar
aB_angry2,1,1,lip,phonemes,110,vC,a,b,2598425,2598765,2598325,alveolar,stop,no,alveolar
Po_happy1,1,2,lip,phonemes,111,Cv,p,o,2606474,2606569,2606374,bilabial,stop,no,bilabial
oD_happy1,1,3,lip,phonemes,112,vC,o,d,2614442,2614758,2614342,alveolar,stop,no,alveolar
Di_angry1,0,3,control_lip,phonemes,113,Cv,d,i,2622432,2622518,2622332,alveolar,stop,yes,alveolar
Te_angry1,0,4,control_lip,phonemes,114,Cv,t,e,2630438,2630551,2630338,alveolar,stop,no,alveolar
uP_happy1,1,2,lip,phonemes,115,vC,u,p,2638418,2638699,2638318,alveolar,stop,no,alveolar
To_angry1,1,4,lip,phonemes,116,Cv,t,o,2646444,2646529,2646344,alveolar,stop,no,alveolar
oB_happy1,0,1,control_lip,phonemes,117,vC,o,b,2654479,2654811,2654379,alveolar,stop,no,alveolar
iT_angry1,1,4,lip,phonemes,118,vC,i,t,2662428,2662699,2662328,alveolar,stop,no,alveolar
eT_happy1,1,4,lip,phonemes,119,vC,e,t,2670453,2670714,2670353,alveolar,stop,no,alveolar
uD_angry2,0,3,control_lip,phonemes,120,vC,u,d,2678445,2678810,2678345,alveolar,stop,no,alveolar
uD_happy2,1,3,tongue,phonemes,1,vC,u,d,5304624,5304968,5304524,alveolar,stop,no,alveolar
aD_angry1,1,3,tongue,phonemes,2,vC,a,d,5312583,5312816,5312483,alveolar,stop,no,alveolar
Pu_angry2,1,2,tongue,phonemes,3,Cv,p,u,5320610,5320725,5320510,bilabial,stop,no,bilabial
iT_angry2,0,4,control_tongue,phonemes,4,vC,i,t,5328622,5328866,5328522,alveolar,stop,no,alveolar
Bo_angry2,1,1,tongue,phonemes,5,Cv,b,o,5336593,5336647,5336493,bilabial,stop,yes,bilabial
iD_happy1,1,3,tongue,phonemes,6,vC,i,d,5344585,5344906,5344485,alveolar,stop,no,alveolar
eB_angry1,1,1,tongue,phonemes,7,vC,e,b,5352645,5352965,5352545,alveolar,stop,no,alveolar
aD_happy1,1,3,tongue,phonemes,8,vC,a,d,5360603,5360860,5360503,alveolar,stop,no,alveolar
Pa_angry1,1,2,tongue,phonemes,9,Cv,p,a,5368633,5368767,5368533,bilabial,stop,no,bilabial
eT_happy2,0,4,control_tongue,phonemes,10,vC,e,t,5376622,5376885,5376522,alveolar,stop,no,alveolar
