Stimulus,TMS,Correct_key,TMStarget,Task,P1_TSidx,TMS_TSidx,TrialN,Phoneme1,Phoneme2,Phoneme3,P2_TSidx,P3_TSidx,Place,Manner,Voicing,Category
Bi_angry1,1,7,lip,phonemes,2646028,2645928,260,b,i,,2646090,NaN,bilabial,stop,yes,bilabial
Di_happy2,1,4,lip,phonemes,2651623,2651523,261,d,i,,2651705,NaN,alveolar,stop,yes,alveolar
Be_angry2,1,7,lip,phonemes,2657217,2657117,262,b,e,,2657271,NaN,bilabial,stop,yes,bilabial
Di_happy1,1,4,lip,phonemes,2662811,2662711,263,d,i,,2662894,NaN,alveolar,stop,yes,alveolar
Pu_happy1,1,8,lip,phonemes,2668406,2668306,264,p,u,,2668485,NaN,bilabial,stop,no,bilabial
Bi_angry2,0,7,control_lip,phonemes,2674000,2673900,265,b,i,,2674055,NaN,bilabial,stop,yes,bilabial
Po_angry1,1,8,lip,phonemes,2679594,2679494,266,p,o,,2679673,NaN,bilabial,stop,no,bilabial
Bo_happy2,1,7,lip,phonemes,2685190,2685090,267,b,o,,2685244,NaN,bilabial,stop,yes,bilabial
Tu_happy1,1,5,lip,phonemes,2690784,2690684,268,t,u,,2690880,NaN,alveolar,stop,no,alveolar
Po_happy2,0,8,control_lip,phonemes,2696377,2696277,269,p,o,,2696457,NaN,bilabial,stop,no,bilabial
Du_happy2,0,4,control_lip,phonemes,2701972,2701872,270,d,u,,2702052,NaN,alveolar,stop,yes,alveolar
To_happy1,1,5,lip,phonemes,2707568,2707468,271,t,o,,2707650,NaN,alveolar,stop,no,alveolar
Ba_happy1,1,7,lip,phonemes,2713164,2713064,272,b,a,,2713246,NaN,bilabial,stop,yes,bilabial
